seedling_id,species_code,block,pot,position,sample_id,planting_notes,date_planted,date_sampled,age_days,native,exotic
1,ABIG,A,A1,1,A1-1,NA,25/09/2016,15/12/2016,81,1,0
2,RCAES,A,A1,2,A1-2,NA,25/09/2016,15/12/2016,81,1,0
3,PLAB,A,A1,3,A1-3,NA,25/09/2016,15/12/2016,81,1,0
4,RCAES,A,A2,1,A2-1,NA,25/09/2016,15/12/2016,81,1,0
5,ABIG,A,A2,2,A2-2,NA,25/09/2016,15/12/2016,81,1,0
6,PLAB,A,A2,3,A2-3,NA,25/09/2016,15/12/2016,81,1,0
7,ABIG,A,A3,1,A3-1,NA,25/09/2016,16/12/2016,82,1,0
8,PLAB,A,A3,2,A3-2,NA,25/09/2016,16/12/2016,82,1,0
9,RCAES,A,A3,3,A3-3,NA,25/09/2016,16/12/2016,82,1,0
10,RCAES,A,A4,1,A4-1,NA,25/09/2016,15/12/2016,81,1,0
11,ABIG,A,A4,2,A4-2,NA,25/09/2016,15/12/2016,81,1,0
12,PLAB,A,A4,3,A4-3,NA,25/09/2016,15/12/2016,81,1,0
13,PLAB,A,A4,4,A4-4,NA,25/09/2016,15/12/2016,81,1,0
14,RCAES,A,A4,5,A4-5,NA,25/09/2016,15/12/2016,81,1,0
15,ABIG,A,A4,6,A4-6,NA,25/09/2016,15/12/2016,81,1,0
16,ABIG,A,A5,1,A5-1,NA,25/09/2016,16/12/2016,82,1,0
17,ABIG,A,A5,2,A5-2,NA,25/09/2016,16/12/2016,82,1,0
18,PLAB,A,A5,3,A5-3,NA,25/09/2016,16/12/2016,82,1,0
19,RCAES,A,A5,4,A5-4,NA,25/09/2016,16/12/2016,82,1,0
20,RCAES,A,A5,5,A5-5,NA,25/09/2016,16/12/2016,82,1,0
21,PLAB,A,A5,6,A5-6,NA,25/09/2016,16/12/2016,82,1,0
22,ABIG,A,A6,1,A6-1,NA,25/09/2016,15/12/2016,81,1,0
23,RCAES,A,A6,2,A6-2,NA,25/09/2016,15/12/2016,81,1,0
24,ABIG,A,A6,3,A6-3,NA,25/09/2016,15/12/2016,81,1,0
25,PLAB,A,A6,4,A6-4,NA,25/09/2016,15/12/2016,81,1,0
26,RCAES,A,A6,5,A6-5,NA,25/09/2016,15/12/2016,81,1,0
27,PLAB,A,A6,6,A6-6,NA,25/09/2016,15/12/2016,81,1,0
28,RCAES,A,A7,1,A7-1,NA,25/09/2016,15/12/2016,81,1,0
29,RCAES,A,A7,2,A7-2,NA,25/09/2016,15/12/2016,81,1,0
30,PLAB,A,A7,3,A7-3,NA,25/09/2016,15/12/2016,81,1,0
31,PLAB,A,A7,4,A7-4,NA,25/09/2016,15/12/2016,81,1,0
32,ABIG,A,A7,5,A7-5,NA,25/09/2016,15/12/2016,81,1,0
33,PLAB,A,A7,6,A7-6,NA,25/09/2016,15/12/2016,81,1,0
34,ABIG,A,A7,7,A7-7,NA,25/09/2016,15/12/2016,81,1,0
35,ABIG,A,A7,8,A7-8,NA,25/09/2016,15/12/2016,81,1,0
36,RCAES,A,A7,9,A7-9,NA,25/09/2016,15/12/2016,81,1,0
37,ABIG,A,A8,1,A8-1,NA,25/09/2016,15/12/2016,81,1,0
38,RCAES,A,A8,2,A8-2,NA,25/09/2016,15/12/2016,81,1,0
39,RCAES,A,A8,3,A8-3,NA,25/09/2016,15/12/2016,81,1,0
40,RCAES,A,A8,4,A8-4,NA,25/09/2016,15/12/2016,81,1,0
41,ABIG,A,A8,5,A8-5,NA,25/09/2016,15/12/2016,81,1,0
42,PLAB,A,A8,6,A8-6,NA,25/09/2016,15/12/2016,81,1,0
43,PLAB,A,A8,7,A8-7,NA,25/09/2016,15/12/2016,81,1,0
44,PLAB,A,A8,8,A8-8,NA,25/09/2016,15/12/2016,81,1,0
45,ABIG,A,A8,9,A8-9,NA,25/09/2016,15/12/2016,81,1,0
46,ABIG,A,A9,1,A9-1,NA,25/09/2016,16/12/2016,82,1,0
47,PLAB,A,A9,2,A9-2,NA,25/09/2016,16/12/2016,82,1,0
48,ABIG,A,A9,3,A9-3,NA,25/09/2016,16/12/2016,82,1,0
49,RCAES,A,A9,4,A9-4,NA,25/09/2016,16/12/2016,82,1,0
50,PLAB,A,A9,5,A9-5,NA,25/09/2016,16/12/2016,82,1,0
51,PLAB,A,A9,6,A9-6,NA,25/09/2016,16/12/2016,82,1,0
52,RCAES,A,A9,7,A9-7,NA,25/09/2016,16/12/2016,82,1,0
53,ABIG,A,A9,8,A9-8,NA,25/09/2016,16/12/2016,82,1,0
54,RCAES,A,A9,9,A9-9,NA,25/09/2016,16/12/2016,82,1,0
55,PLAB,A,A10,1,A10-1,NA,25/09/2016,16/12/2016,82,1,0
56,PLAB,A,A10,2,A10-2,NA,25/09/2016,16/12/2016,82,1,0
57,RCAES,A,A10,3,A10-3,NA,25/09/2016,16/12/2016,82,1,0
58,PLAB,A,A10,4,A10-4,NA,25/09/2016,16/12/2016,82,1,0
59,ABIG,A,A10,5,A10-5,NA,25/09/2016,16/12/2016,82,1,0
60,RCAES,A,A10,6,A10-6,NA,25/09/2016,16/12/2016,82,1,0
61,RCAES,A,A10,7,A10-7,NA,25/09/2016,16/12/2016,82,1,0
62,ABIG,A,A10,8,A10-8,NA,25/09/2016,16/12/2016,82,1,0
63,ABIG,A,A10,9,A10-9,NA,25/09/2016,16/12/2016,82,1,0
64,ABIG,A,A10,10,A10-10,NA,25/09/2016,16/12/2016,82,1,0
65,PLAB,A,A10,11,A10-11,NA,25/09/2016,16/12/2016,82,1,0
66,RCAES,A,A10,12,A10-12,NA,25/09/2016,16/12/2016,82,1,0
67,RCAES,A,A11,1,A11-1,NA,25/09/2016,16/12/2016,82,1,0
68,ABIG,A,A11,2,A11-2,NA,25/09/2016,16/12/2016,82,1,0
69,ABIG,A,A11,3,A11-3,NA,25/09/2016,16/12/2016,82,1,0
70,PLAB,A,A11,4,A11-4,died,25/09/2016,31/10/2016,36,1,0
71,RCAES,A,A11,5,A11-5,NA,25/09/2016,16/12/2016,82,1,0
72,ABIG,A,A11,6,A11-6,NA,25/09/2016,16/12/2016,82,1,0
73,RCAES,A,A11,7,A11-7,NA,25/09/2016,16/12/2016,82,1,0
74,RCAES,A,A11,8,A11-8,NA,25/09/2016,16/12/2016,82,1,0
75,PLAB,A,A11,9,A11-9,NA,25/09/2016,16/12/2016,82,1,0
76,PLAB,A,A11,10,A11-10,NA,25/09/2016,16/12/2016,82,1,0
77,ABIG,A,A11,11,A11-11,NA,25/09/2016,16/12/2016,82,1,0
78,PLAB,A,A11,12,A11-12,NA,25/09/2016,16/12/2016,82,1,0
79,RCAES,A,A12,1,A12-1,NA,25/09/2016,15/12/2016,81,1,0
80,PLAB,A,A12,2,A12-2,NA,25/09/2016,15/12/2016,81,1,0
81,PLAB,A,A12,3,A12-3,NA,25/09/2016,15/12/2016,81,1,0
82,ABIG,A,A12,4,A12-4,NA,25/09/2016,15/12/2016,81,1,0
83,ABIG,A,A12,5,A12-5,NA,25/09/2016,15/12/2016,81,1,0
84,RCAES,A,A12,6,A12-6,NA,25/09/2016,15/12/2016,81,1,0
85,RCAES,A,A12,7,A12-7,NA,25/09/2016,15/12/2016,81,1,0
86,ABIG,A,A12,8,A12-8,died,25/09/2016,NA,NA,1,0
87,RCAES,A,A12,9,A12-9,NA,25/09/2016,15/12/2016,81,1,0
88,ABIG,A,A12,10,A12-10,NA,25/09/2016,15/12/2016,81,1,0
89,PLAB,A,A12,11,A12-11,NA,25/09/2016,15/12/2016,81,1,0
90,PLAB,A,A12,12,A12-12,NA,25/09/2016,15/12/2016,81,1,0
91,BDIA,A,A13,1,A13-1,NA,25/09/2016,15/12/2016,81,0,1
92,BDIA,A,A13,2,A13-2,NA,25/09/2016,16/12/2016,82,0,1
93,BDIA,A,A13,3,A13-3,NA,25/09/2016,16/12/2016,82,0,1
94,BDIA,A,A14,1,A14-1,NA,25/09/2016,15/12/2016,81,0,1
95,BDIA,A,A14,2,A14-2,NA,25/09/2016,15/12/2016,81,0,1
96,BDIA,A,A14,3,A14-3,NA,25/09/2016,15/12/2016,81,0,1
97,BDIA,A,A15,1,A15-1,NA,25/09/2016,16/12/2016,82,0,1
98,BDIA,A,A15,2,A15-2,NA,25/09/2016,16/12/2016,82,0,1
99,BDIA,A,A15,3,A15-3,NA,25/09/2016,16/12/2016,82,0,1
100,BDIA,A,A16,1,A16-1,NA,25/09/2016,16/12/2016,82,0,1
101,BDIA,A,A16,2,A16-2,NA,25/09/2016,16/12/2016,82,0,1
102,BDIA,A,A16,3,A16-3,NA,25/09/2016,16/12/2016,82,0,1
103,BDIA,A,A16,4,A16-4,NA,25/09/2016,16/12/2016,82,0,1
104,BDIA,A,A16,5,A16-5,NA,25/09/2016,16/12/2016,82,0,1
105,BDIA,A,A16,6,A16-6,NA,25/09/2016,16/12/2016,82,0,1
106,BDIA,A,A17,1,A17-1,NA,25/09/2016,15/12/2016,81,0,1
107,BDIA,A,A17,2,A17-2,NA,25/09/2016,15/12/2016,81,0,1
108,BDIA,A,A17,3,A17-3,NA,25/09/2016,15/12/2016,81,0,1
109,BDIA,A,A17,4,A17-4,NA,25/09/2016,15/12/2016,81,0,1
110,BDIA,A,A17,5,A17-5,NA,25/09/2016,15/12/2016,81,0,1
111,BDIA,A,A17,6,A17-6,NA,25/09/2016,15/12/2016,81,0,1
112,BDIA,A,A18,1,A18-1,NA,25/09/2016,16/12/2016,82,0,1
113,BDIA,A,A18,2,A18-2,NA,25/09/2016,16/12/2016,82,0,1
114,BDIA,A,A18,3,A18-3,NA,25/09/2016,16/12/2016,82,0,1
115,BDIA,A,A18,4,A18-4,NA,25/09/2016,16/12/2016,82,0,1
116,BDIA,A,A18,5,A18-5,NA,25/09/2016,16/12/2016,82,0,1
117,BDIA,A,A18,6,A18-6,NA,25/09/2016,16/12/2016,82,0,1
118,BDIA,A,A19,1,A19-1,NA,25/09/2016,15/12/2016,81,0,1
119,BDIA,A,A19,2,A19-2,NA,25/09/2016,15/12/2016,81,0,1
120,BDIA,A,A19,3,A19-3,NA,25/09/2016,15/12/2016,81,0,1
121,BDIA,A,A19,4,A19-4,NA,25/09/2016,15/12/2016,81,0,1
122,BDIA,A,A19,5,A19-5,NA,25/09/2016,15/12/2016,81,0,1
3604,BDIA,A,A19,6,A19-10,Extra BDIA between position 5 and 6,25/09/2016,15/12/2016,81,0,1
123,BDIA,A,A19,7,A19-6,NA,25/09/2016,15/12/2016,81,0,1
124,BDIA,A,A19,8,A19-7,NA,25/09/2016,15/12/2016,81,0,1
125,BDIA,A,A19,9,A19-8,NA,25/09/2016,15/12/2016,81,0,1
126,BDIA,A,A19,10,A19-9,NA,25/09/2016,15/12/2016,81,0,1
127,BDIA,A,A20,1,A20-1,NA,25/09/2016,16/12/2016,82,0,1
128,BDIA,A,A20,2,A20-2,NA,25/09/2016,16/12/2016,82,0,1
129,BDIA,A,A20,3,A20-3,NA,25/09/2016,16/12/2016,82,0,1
130,BDIA,A,A20,4,A20-4,NA,25/09/2016,16/12/2016,82,0,1
131,BDIA,A,A20,5,A20-5,NA,25/09/2016,16/12/2016,82,0,1
132,BDIA,A,A20,6,A20-6,NA,25/09/2016,16/12/2016,82,0,1
133,BDIA,A,A20,7,A20-7,NA,25/09/2016,16/12/2016,82,0,1
134,BDIA,A,A20,8,A20-8,NA,25/09/2016,16/12/2016,82,0,1
135,BDIA,A,A20,9,A20-9,NA,25/09/2016,16/12/2016,82,0,1
136,BDIA,A,A21,1,A21-1,NA,25/09/2016,16/12/2016,82,0,1
137,BDIA,A,A21,2,A21-2,NA,25/09/2016,16/12/2016,82,0,1
138,BDIA,A,A21,3,A21-3,NA,25/09/2016,16/12/2016,82,0,1
139,BDIA,A,A21,4,A21-4,NA,25/09/2016,16/12/2016,82,0,1
140,BDIA,A,A21,5,A21-5,NA,25/09/2016,16/12/2016,82,0,1
141,BDIA,A,A21,6,A21-6,NA,25/09/2016,16/12/2016,82,0,1
142,BDIA,A,A21,7,A21-7,NA,25/09/2016,16/12/2016,82,0,1
143,BDIA,A,A21,8,A21-8,NA,25/09/2016,16/12/2016,82,0,1
144,BDIA,A,A21,9,A21-9,NA,25/09/2016,16/12/2016,82,0,1
145,BDIA,A,A22,1,A22-1,NA,25/09/2016,16/12/2016,82,0,1
146,BDIA,A,A22,2,A22-2,NA,25/09/2016,16/12/2016,82,0,1
147,BDIA,A,A22,3,A22-3,NA,25/09/2016,16/12/2016,82,0,1
148,BDIA,A,A22,4,A22-4,NA,25/09/2016,16/12/2016,82,0,1
149,BDIA,A,A22,5,A22-5,NA,25/09/2016,16/12/2016,82,0,1
150,BDIA,A,A22,6,A22-6,NA,25/09/2016,16/12/2016,82,0,1
151,BDIA,A,A22,7,A22-7,NA,25/09/2016,16/12/2016,82,0,1
152,BDIA,A,A22,8,A22-8,NA,25/09/2016,16/12/2016,82,0,1
153,BDIA,A,A22,9,A22-9,NA,25/09/2016,16/12/2016,82,0,1
154,BDIA,A,A22,10,A22-10,NA,25/09/2016,16/12/2016,82,0,1
155,BDIA,A,A22,11,A22-11,NA,25/09/2016,16/12/2016,82,0,1
156,BDIA,A,A22,12,A22-12,NA,25/09/2016,16/12/2016,82,0,1
157,BDIA,A,A23,1,A23-1,NA,25/09/2016,16/12/2016,82,0,1
158,BDIA,A,A23,2,A23-2,NA,25/09/2016,16/12/2016,82,0,1
159,BDIA,A,A23,3,A23-3,NA,25/09/2016,16/12/2016,82,0,1
160,BDIA,A,A23,4,A23-4,NA,25/09/2016,16/12/2016,82,0,1
161,BDIA,A,A23,5,A23-5,NA,25/09/2016,16/12/2016,82,0,1
162,BDIA,A,A23,6,A23-6,NA,25/09/2016,16/12/2016,82,0,1
163,BDIA,A,A23,7,A23-7,NA,25/09/2016,16/12/2016,82,0,1
164,BDIA,A,A23,8,A23-8,NA,25/09/2016,16/12/2016,82,0,1
165,BDIA,A,A23,9,A23-9,NA,25/09/2016,16/12/2016,82,0,1
166,BDIA,A,A23,10,A23-10,NA,25/09/2016,16/12/2016,82,0,1
167,BDIA,A,A23,11,A23-11,NA,25/09/2016,16/12/2016,82,0,1
168,BDIA,A,A23,12,A23-12,NA,25/09/2016,16/12/2016,82,0,1
169,BDIA,A,A24,1,A24-1,NA,25/09/2016,15/12/2016,81,0,1
170,BDIA,A,A24,2,A24-2,NA,25/09/2016,15/12/2016,81,0,1
171,BDIA,A,A24,3,A24-3,NA,25/09/2016,15/12/2016,81,0,1
172,BDIA,A,A24,4,A24-4,NA,25/09/2016,15/12/2016,81,0,1
173,BDIA,A,A24,5,A24-5,NA,25/09/2016,15/12/2016,81,0,1
174,BDIA,A,A24,6,A24-6,NA,25/09/2016,15/12/2016,81,0,1
175,BDIA,A,A24,7,A24-7,NA,25/09/2016,15/12/2016,81,0,1
176,BDIA,A,A24,8,A24-8,NA,25/09/2016,15/12/2016,81,0,1
177,BDIA,A,A24,9,A24-9,NA,25/09/2016,15/12/2016,81,0,1
178,BDIA,A,A24,10,A24-10,NA,25/09/2016,15/12/2016,81,0,1
179,BDIA,A,A24,11,A24-11,NA,25/09/2016,15/12/2016,81,0,1
180,BDIA,A,A24,12,A24-12,NA,25/09/2016,15/12/2016,81,0,1
181,BDIA,A,A25,1,A25-1,NA,25/09/2016,16/12/2016,82,0,1
182,BDIA,A,A25,2,A25-2,NA,25/09/2016,16/12/2016,82,0,1
183,PLAB,A,A25,3,A25-3,NA,25/09/2016,16/12/2016,82,1,0
184,ABIG,A,A25,4,A25-4,NA,25/09/2016,16/12/2016,82,1,0
185,RCAES,A,A25,5,A25-5,NA,25/09/2016,16/12/2016,82,1,0
186,BDIA,A,A25,6,A25-6,NA,25/09/2016,16/12/2016,82,0,1
187,PLAB,A,A26,1,A26-1,NA,25/09/2016,15/12/2016,81,1,0
188,BDIA,A,A26,2,A26-2,NA,25/09/2016,15/12/2016,81,0,1
189,BDIA,A,A26,3,A26-3,NA,25/09/2016,15/12/2016,81,0,1
190,RCAES,A,A26,4,A26-4,NA,25/09/2016,15/12/2016,81,1,0
191,BDIA,A,A26,5,A26-5,NA,25/09/2016,15/12/2016,81,0,1
192,ABIG,A,A26,6,A26-6,NA,25/09/2016,15/12/2016,81,1,0
193,ABIG,A,A27,1,A27-1,NA,25/09/2016,15/12/2016,81,1,0
194,BDIA,A,A27,2,A27-2,NA,25/09/2016,15/12/2016,81,0,1
195,BDIA,A,A27,3,A27-3,NA,25/09/2016,15/12/2016,81,0,1
3603,BDIA,A,A27,4,A27-7,Extra BDIA in pot between positions 3 & 4,25/09/2016,15/12/2016,81,0,1
196,PLAB,A,A27,5,A27-4,NA,25/09/2016,15/12/2016,81,1,0
197,BDIA,A,A27,6,A27-5,NA,25/09/2016,15/12/2016,81,0,1
198,RCAES,A,A27,7,A27-6,NA,25/09/2016,15/12/2016,81,1,0
199,ABIG,A,A28,1,A28-1,NA,25/09/2016,15/12/2016,81,1,0
200,BDIA,A,A28,2,A28-2,NA,25/09/2016,15/12/2016,81,0,1
201,RCAES,A,A28,3,A28-3,NA,25/09/2016,15/12/2016,81,1,0
202,PLAB,A,A28,4,A28-4,died,25/09/2016,17/10/2016,22,1,0
203,BDIA,A,A28,5,A28-5,NA,25/09/2016,15/12/2016,81,0,1
204,BDIA,A,A28,6,A28-6,NA,25/09/2016,15/12/2016,81,0,1
205,BDIA,A,A28,7,A28-7,NA,25/09/2016,15/12/2016,81,0,1
206,BDIA,A,A28,8,A28-8,NA,25/09/2016,15/12/2016,81,0,1
207,BDIA,A,A28,9,A28-9,NA,25/09/2016,15/12/2016,81,0,1
208,ABIG,A,A29,1,A29-1,NA,25/09/2016,16/12/2016,82,1,0
209,BDIA,A,A29,2,A29-2,NA,25/09/2016,16/12/2016,82,0,1
210,BDIA,A,A29,3,A29-3,NA,25/09/2016,16/12/2016,82,0,1
211,BDIA,A,A29,4,A29-4,NA,25/09/2016,16/12/2016,82,0,1
212,RCAES,A,A29,5,A29-5,NA,25/09/2016,16/12/2016,82,1,0
213,BDIA,A,A29,6,A29-6,NA,25/09/2016,16/12/2016,82,0,1
214,BDIA,A,A29,7,A29-7,NA,25/09/2016,16/12/2016,82,0,1
215,PLAB,A,A29,8,A29-8,NA,25/09/2016,16/12/2016,82,1,0
216,BDIA,A,A29,9,A29-9,NA,25/09/2016,16/12/2016,82,0,1
217,BDIA,A,A30,1,A30-1,NA,25/09/2016,15/12/2016,81,0,1
218,BDIA,A,A30,2,A30-2,NA,25/09/2016,15/12/2016,81,0,1
219,PLAB,A,A30,3,A30-3,NA,25/09/2016,15/12/2016,81,1,0
220,ABIG,A,A30,4,A30-4,NA,25/09/2016,15/12/2016,81,1,0
221,BDIA,A,A30,5,A30-5,NA,25/09/2016,15/12/2016,81,0,1
222,BDIA,A,A30,6,A30-6,NA,25/09/2016,15/12/2016,81,0,1
223,BDIA,A,A30,7,A30-7,NA,25/09/2016,15/12/2016,81,0,1
224,RCAES,A,A30,8,A30-8,NA,25/09/2016,15/12/2016,81,1,0
225,BDIA,A,A30,9,A30-9,NA,25/09/2016,15/12/2016,81,0,1
226,RCAES,A,A31,1,A31-1,NA,25/09/2016,16/12/2016,82,1,0
227,BDIA,A,A31,2,A31-2,NA,25/09/2016,16/12/2016,82,0,1
228,BDIA,A,A31,3,A31-3,NA,25/09/2016,16/12/2016,82,0,1
229,BDIA,A,A31,4,A31-4,NA,25/09/2016,16/12/2016,82,0,1
230,BDIA,A,A31,5,A31-5,NA,25/09/2016,16/12/2016,82,0,1
231,PLAB,A,A31,6,A31-6,NA,25/09/2016,16/12/2016,82,1,0
232,BDIA,A,A31,7,A31-7,NA,25/09/2016,16/12/2016,82,0,1
233,BDIA,A,A31,8,A31-8,NA,25/09/2016,16/12/2016,82,0,1
234,BDIA,A,A31,9,A31-9,NA,25/09/2016,16/12/2016,82,0,1
235,BDIA,A,A31,10,A31-10,NA,25/09/2016,16/12/2016,82,0,1
236,ABIG,A,A31,11,A31-11,NA,25/09/2016,16/12/2016,82,1,0
237,BDIA,A,A31,12,A31-12,NA,25/09/2016,16/12/2016,82,0,1
238,PLAB,A,A32,1,A32-1,NA,25/09/2016,16/12/2016,82,1,0
239,BDIA,A,A32,2,A32-2,NA,25/09/2016,16/12/2016,82,0,1
240,BDIA,A,A32,3,A32-3,NA,25/09/2016,16/12/2016,82,0,1
241,BDIA,A,A32,4,A32-4,NA,25/09/2016,16/12/2016,82,0,1
242,BDIA,A,A32,5,A32-5,NA,25/09/2016,16/12/2016,82,0,1
243,BDIA,A,A32,6,A32-6,NA,25/09/2016,16/12/2016,82,0,1
244,BDIA,A,A32,7,A32-7,NA,25/09/2016,16/12/2016,82,0,1
245,BDIA,A,A32,8,A32-8,NA,25/09/2016,16/12/2016,82,0,1
246,ABIG,A,A32,9,A32-9,NA,25/09/2016,16/12/2016,82,1,0
247,BDIA,A,A32,10,A32-10,NA,25/09/2016,16/12/2016,82,0,1
248,RCAES,A,A32,11,A32-11,NA,25/09/2016,16/12/2016,82,1,0
249,BDIA,A,A32,12,A32-12,NA,25/09/2016,16/12/2016,82,0,1
250,ABIG,A,A33,1,A33-1,NA,25/09/2016,16/12/2016,82,1,0
251,PLAB,A,A33,2,A33-2,NA,25/09/2016,16/12/2016,82,1,0
252,BDIA,A,A33,3,A33-3,NA,25/09/2016,16/12/2016,82,0,1
253,BDIA,A,A33,4,A33-4,NA,25/09/2016,16/12/2016,82,0,1
254,BDIA,A,A33,5,A33-5,NA,25/09/2016,16/12/2016,82,0,1
255,BDIA,A,A33,6,A33-6,NA,25/09/2016,16/12/2016,82,0,1
256,BDIA,A,A33,7,A33-7,NA,25/09/2016,16/12/2016,82,0,1
257,BDIA,A,A33,8,A33-8,NA,25/09/2016,16/12/2016,82,0,1
258,BDIA,A,A33,9,A33-9,NA,25/09/2016,16/12/2016,82,0,1
259,BDIA,A,A33,10,A33-10,NA,25/09/2016,16/12/2016,82,0,1
260,BDIA,A,A33,11,A33-11,NA,25/09/2016,16/12/2016,82,0,1
261,RCAES,A,A33,12,A33-12,NA,25/09/2016,16/12/2016,82,1,0
262,PLAB,A,A34,1,A34-1,NA,25/09/2016,15/12/2016,81,1,0
263,RCAES,A,A34,2,A34-2,NA,25/09/2016,15/12/2016,81,1,0
264,BDIA,A,A34,3,A34-3,NA,25/09/2016,15/12/2016,81,0,1
265,RCAES,A,A34,4,A34-4,NA,25/09/2016,15/12/2016,81,1,0
266,BDIA,A,A34,5,A34-5,died,25/09/2016,NA,NA,0,1
267,ABIG,A,A34,6,A34-6,NA,25/09/2016,15/12/2016,81,1,0
268,PLAB,A,A34,7,A34-7,NA,25/09/2016,15/12/2016,81,1,0
269,BDIA,A,A34,8,A34-8,NA,25/09/2016,15/12/2016,81,0,1
270,ABIG,A,A34,9,A34-9,NA,25/09/2016,15/12/2016,81,1,0
271,BDIA,A,A35,1,A35-1,NA,25/09/2016,16/12/2016,82,0,1
272,PLAB,A,A35,2,A35-2,NA,25/09/2016,16/12/2016,82,1,0
273,BDIA,A,A35,3,A35-3,NA,25/09/2016,16/12/2016,82,0,1
274,RCAES,A,A35,4,A35-4,NA,25/09/2016,16/12/2016,82,1,0
275,ABIG,A,A35,5,A35-5,NA,25/09/2016,16/12/2016,82,1,0
276,BDIA,A,A35,6,A35-6,NA,25/09/2016,16/12/2016,82,0,1
277,PLAB,A,A35,7,A35-7,NA,25/09/2016,16/12/2016,82,1,0
278,RCAES,A,A35,8,A35-8,NA,25/09/2016,16/12/2016,82,1,0
279,ABIG,A,A35,9,A35-9,NA,25/09/2016,16/12/2016,82,1,0
280,BDIA,A,A36,1,A36-1,NA,25/09/2016,16/12/2016,82,0,1
281,PLAB,A,A36,2,A36-2,NA,25/09/2016,16/12/2016,82,1,0
282,PLAB,A,A36,3,A36-3,NA,25/09/2016,16/12/2016,82,1,0
283,BDIA,A,A36,4,A36-4,NA,25/09/2016,16/12/2016,82,0,1
284,RCAES,A,A36,5,A36-5,NA,25/09/2016,16/12/2016,82,1,0
285,ABIG,A,A36,6,A36-6,NA,25/09/2016,16/12/2016,82,1,0
286,ABIG,A,A36,7,A36-7,NA,25/09/2016,16/12/2016,82,1,0
287,BDIA,A,A36,8,A36-8,NA,25/09/2016,16/12/2016,82,0,1
288,RCAES,A,A36,9,A36-9,NA,25/09/2016,16/12/2016,82,1,0
289,ABIG,A,A37,1,A37-1,NA,25/09/2016,16/12/2016,82,1,0
290,BDIA,A,A37,2,A37-2,NA,25/09/2016,16/12/2016,82,0,1
291,PLAB,A,A37,3,A37-3,NA,25/09/2016,16/12/2016,82,1,0
292,BDIA,A,A37,4,A37-4,NA,25/09/2016,16/12/2016,82,0,1
293,RCAES,A,A37,5,A37-5,NA,25/09/2016,16/12/2016,82,1,0
294,BDIA,A,A37,6,A37-6,NA,25/09/2016,16/12/2016,82,0,1
295,RCAES,A,A37,7,A37-7,NA,25/09/2016,16/12/2016,82,1,0
296,BDIA,A,A37,8,A37-8,NA,25/09/2016,16/12/2016,82,0,1
297,BDIA,A,A37,9,A37-9,NA,25/09/2016,16/12/2016,82,0,1
298,ABIG,A,A37,10,A37-10,NA,25/09/2016,16/12/2016,82,1,0
299,BDIA,A,A37,11,A37-11,NA,25/09/2016,16/12/2016,82,0,1
300,PLAB,A,A37,12,A37-12,NA,25/09/2016,16/12/2016,82,1,0
301,PLAB,A,A38,1,A38-1,NA,25/09/2016,15/12/2016,81,1,0
302,PLAB,A,A38,2,A38-2,NA,25/09/2016,15/12/2016,81,1,0
303,BDIA,A,A38,3,A38-3,NA,25/09/2016,15/12/2016,81,0,1
304,RCAES,A,A38,4,A38-4,NA,25/09/2016,15/12/2016,81,1,0
305,RCAES,A,A38,5,A38-5,NA,25/09/2016,15/12/2016,81,1,0
306,BDIA,A,A38,6,A38-6,NA,25/09/2016,15/12/2016,81,0,1
307,BDIA,A,A38,7,A38-7,NA,25/09/2016,15/12/2016,81,0,1
308,BDIA,A,A38,8,A38-8,NA,25/09/2016,15/12/2016,81,0,1
309,ABIG,A,A38,9,A38-9,NA,25/09/2016,15/12/2016,81,1,0
310,BDIA,A,A38,10,A38-10,NA,25/09/2016,15/12/2016,81,0,1
311,BDIA,A,A38,11,A38-11,NA,25/09/2016,15/12/2016,81,0,1
312,ABIG,A,A38,12,A38-12,NA,25/09/2016,15/12/2016,81,1,0
313,BDIA,A,A39,1,A39-1,NA,25/09/2016,15/12/2016,81,0,1
314,BDIA,A,A39,2,A39-2,NA,25/09/2016,15/12/2016,81,0,1
315,PLAB,A,A39,3,A39-3,NA,25/09/2016,15/12/2016,81,1,0
316,RCAES,A,A39,4,A39-4,NA,25/09/2016,15/12/2016,81,1,0
317,BDIA,A,A39,5,A39-5,NA,25/09/2016,15/12/2016,81,0,1
318,RCAES,A,A39,6,A39-6,NA,25/09/2016,15/12/2016,81,1,0
319,ABIG,A,A39,7,A39-7,NA,25/09/2016,15/12/2016,81,1,0
320,ABIG,A,A39,8,A39-8,NA,25/09/2016,15/12/2016,81,1,0
321,BDIA,A,A39,9,A39-9,NA,25/09/2016,15/12/2016,81,0,1
322,BDIA,A,A39,10,A39-10,NA,25/09/2016,15/12/2016,81,0,1
323,BDIA,A,A39,11,A39-11,NA,25/09/2016,15/12/2016,81,0,1
324,PLAB,A,A39,12,A39-12,NA,25/09/2016,15/12/2016,81,1,0
325,PLAB,A,A40,1,A40-1,NA,25/09/2016,16/12/2016,82,1,0
326,PLAB,A,A40,2,A40-2,NA,25/09/2016,16/12/2016,82,1,0
327,RCAES,A,A40,3,A40-3,NA,25/09/2016,16/12/2016,82,1,0
328,RCAES,A,A40,4,A40-4,NA,25/09/2016,16/12/2016,82,1,0
329,PLAB,A,A40,5,A40-5,NA,25/09/2016,16/12/2016,82,1,0
