seedling_id,species_code,block,pot,position,sample_id,planting_notes,date_planted,date_sampled,age_days,native,exotic
2710,ABIG,D,D4,1,D4-1,NA,22/09/2016,8/12/2016,77,1,0
2711,PLAB,D,D4,2,D4-2,NA,22/09/2016,8/12/2016,77,1,0
2712,PLAB,D,D4,3,D4-3,NA,22/09/2016,8/12/2016,77,1,0
2713,ABIG,D,D4,4,D4-4,NA,22/09/2016,8/12/2016,77,1,0
2714,RCAES,D,D4,5,D4-5,NA,22/09/2016,8/12/2016,77,1,0
2715,RCAES,D,D4,6,D4-6,NA,22/09/2016,8/12/2016,77,1,0
2716,RCAES,D,D5,1,D5-1,NA,22/09/2016,8/12/2016,77,1,0
2717,PLAB,D,D5,2,D5-2,NA,22/09/2016,8/12/2016,77,1,0
2718,RCAES,D,D5,3,D5-3,NA,22/09/2016,8/12/2016,77,1,0
2719,PLAB,D,D5,4,D5-4,NA,22/09/2016,8/12/2016,77,1,0
2720,ABIG,D,D5,5,D5-5,NA,22/09/2016,8/12/2016,77,1,0
2721,ABIG,D,D5,6,D5-6,NA,22/09/2016,8/12/2016,77,1,0
2722,PLAB,D,D6,1,D6-1,NA,22/09/2016,7/12/2016,76,1,0
2723,PLAB,D,D6,2,D6-2,NA,22/09/2016,7/12/2016,76,1,0
2724,RCAES,D,D6,3,D6-3,NA,22/09/2016,7/12/2016,76,1,0
2725,ABIG,D,D6,4,D6-4,NA,22/09/2016,7/12/2016,76,1,0
2726,ABIG,D,D6,5,D6-5,NA,22/09/2016,7/12/2016,76,1,0
2727,RCAES,D,D6,6,D6-6,NA,22/09/2016,7/12/2016,76,1,0
2728,ABIG,D,D7,1,D7-1,NA,22/09/2016,8/12/2016,77,1,0
2729,RCAES,D,D7,2,D7-2,NA,22/09/2016,8/12/2016,77,1,0
2730,ABIG,D,D7,3,D7-3,NA,22/09/2016,8/12/2016,77,1,0
2731,ABIG,D,D7,4,D7-4,NA,22/09/2016,8/12/2016,77,1,0
2732,PLAB,D,D7,5,D7-5,NA,22/09/2016,8/12/2016,77,1,0
2733,RCAES,D,D7,6,D7-6,NA,22/09/2016,8/12/2016,77,1,0
2734,PLAB,D,D7,7,D7-7,NA,22/09/2016,8/12/2016,77,1,0
2735,PLAB,D,D7,8,D7-8,NA,22/09/2016,8/12/2016,77,1,0
2736,RCAES,D,D7,9,D7-9,NA,22/09/2016,8/12/2016,77,1,0
2737,PLAB,D,D8,1,D8-1,NA,22/09/2016,7/12/2016,76,1,0
2738,RCAES,D,D8,2,D8-2,NA,22/09/2016,7/12/2016,76,1,0
2739,PLAB,D,D8,3,D8-3,NA,22/09/2016,7/12/2016,76,1,0
2740,RCAES,D,D8,4,D8-4,NA,22/09/2016,7/12/2016,76,1,0
2741,PLAB,D,D8,5,D8-5,NA,22/09/2016,7/12/2016,76,1,0
2742,ABIG,D,D8,6,D8-6,NA,22/09/2016,7/12/2016,76,1,0
2743,RCAES,D,D8,7,D8-7,NA,22/09/2016,7/12/2016,76,1,0
2744,ABIG,D,D8,8,D8-8,NA,22/09/2016,7/12/2016,76,1,0
2745,ABIG,D,D8,9,D8-9,NA,22/09/2016,7/12/2016,76,1,0
2746,ABIG,D,D9,1,D9-1,NA,22/09/2016,8/12/2016,77,1,0
2747,PLAB,D,D9,2,D9-2,NA,22/09/2016,8/12/2016,77,1,0
2748,PLAB,D,D9,3,D9-3,NA,22/09/2016,8/12/2016,77,1,0
2749,RCAES,D,D9,4,D9-4,NA,22/09/2016,8/12/2016,77,1,0
2750,PLAB,D,D9,5,D9-5,NA,22/09/2016,8/12/2016,77,1,0
2751,ABIG,D,D9,6,D9-6,NA,22/09/2016,8/12/2016,77,1,0
2752,RCAES,D,D9,7,D9-7,NA,22/09/2016,8/12/2016,77,1,0
2753,ABIG,D,D9,8,D9-8,NA,22/09/2016,8/12/2016,77,1,0
2754,RCAES,D,D9,9,D9-9,NA,22/09/2016,8/12/2016,77,1,0
2755,PLAB,D,D10,1,D10-1,NA,22/09/2016,7/12/2016,76,1,0
2756,RCAES,D,D10,2,D10-2,NA,22/09/2016,7/12/2016,76,1,0
2757,ABIG,D,D10,3,D10-3,NA,22/09/2016,7/12/2016,76,1,0
2758,RCAES,D,D10,4,D10-4,NA,22/09/2016,7/12/2016,76,1,0
2759,ABIG,D,D10,5,D10-5,NA,22/09/2016,7/12/2016,76,1,0
2760,ABIG,D,D10,6,D10-6,NA,22/09/2016,7/12/2016,76,1,0
2761,RCAES,D,D10,7,D10-7,NA,22/09/2016,7/12/2016,76,1,0
2762,PLAB,D,D10,8,D10-8,NA,22/09/2016,7/12/2016,76,1,0
2763,PLAB,D,D10,9,D10-9,NA,22/09/2016,7/12/2016,76,1,0
2764,RCAES,D,D10,10,D10-10,NA,22/09/2016,7/12/2016,76,1,0
2765,PLAB,D,D10,11,D10-11,NA,22/09/2016,7/12/2016,76,1,0
2766,ABIG,D,D10,12,D10-12,NA,22/09/2016,7/12/2016,76,1,0
2767,PLAB,D,D11,1,D11-1,NA,22/09/2016,7/12/2016,76,1,0
2768,RCAES,D,D11,2,D11-2,NA,22/09/2016,7/12/2016,76,1,0
2769,RCAES,D,D11,3,D11-3,NA,22/09/2016,7/12/2016,76,1,0
2770,ABIG,D,D11,4,D11-4,NA,22/09/2016,7/12/2016,76,1,0
2771,PLAB,D,D11,5,D11-5,NA,22/09/2016,7/12/2016,76,1,0
2772,ABIG,D,D11,6,D11-6,NA,22/09/2016,7/12/2016,76,1,0
2773,PLAB,D,D11,7,D11-7,NA,22/09/2016,7/12/2016,76,1,0
2774,ABIG,D,D11,8,D11-8,NA,22/09/2016,7/12/2016,76,1,0
2775,RCAES,D,D11,9,D11-9,NA,22/09/2016,7/12/2016,76,1,0
2776,PLAB,D,D11,10,D11-10,NA,22/09/2016,7/12/2016,76,1,0
2777,RCAES,D,D11,11,D11-11,NA,22/09/2016,7/12/2016,76,1,0
2778,ABIG,D,D11,12,D11-12,NA,22/09/2016,7/12/2016,76,1,0
2779,ABIG,D,D12,1,D12-1,NA,22/09/2016,8/12/2016,77,1,0
2780,RCAES,D,D12,2,D12-2,NA,22/09/2016,8/12/2016,77,1,0
2781,PLAB,D,D12,3,D12-3,NA,22/09/2016,8/12/2016,77,1,0
2782,ABIG,D,D12,4,D12-4,NA,22/09/2016,8/12/2016,77,1,0
2783,ABIG,D,D12,5,D12-5,NA,22/09/2016,8/12/2016,77,1,0
2784,PLAB,D,D12,6,D12-6,NA,22/09/2016,8/12/2016,77,1,0
2785,PLAB,D,D12,7,D12-7,NA,22/09/2016,8/12/2016,77,1,0
2786,PLAB,D,D12,8,D12-8,NA,22/09/2016,8/12/2016,77,1,0
2787,RCAES,D,D12,9,D12-9,NA,22/09/2016,8/12/2016,77,1,0
2788,ABIG,D,D12,10,D12-10,NA,22/09/2016,8/12/2016,77,1,0
2789,RCAES,D,D12,11,D12-11,NA,22/09/2016,8/12/2016,77,1,0
2790,RCAES,D,D12,12,D12-12,NA,22/09/2016,8/12/2016,77,1,0
2791,BDIA,D,D13,1,D13-1,NA,22/09/2016,8/12/2016,77,0,1
2792,BDIA,D,D13,2,D13-2,NA,22/09/2016,8/12/2016,77,0,1
2793,BDIA,D,D13,3,D13-3,NA,22/09/2016,8/12/2016,77,0,1
2794,BDIA,D,D14,1,D14-1,NA,22/09/2016,8/12/2016,77,0,1
2795,BDIA,D,D14,2,D14-2,NA,22/09/2016,8/12/2016,77,0,1
2796,BDIA,D,D14,3,D14-3,NA,22/09/2016,8/12/2016,77,0,1
2797,BDIA,D,D15,1,D15-1,NA,22/09/2016,8/12/2016,77,0,1
2798,BDIA,D,D15,2,D15-2,NA,22/09/2016,8/12/2016,77,0,1
2799,BDIA,D,D15,3,D15-3,NA,22/09/2016,8/12/2016,77,0,1
2800,BDIA,D,D16,1,D16-1,NA,22/09/2016,7/12/2016,76,0,1
2801,BDIA,D,D16,2,D16-2,NA,22/09/2016,7/12/2016,76,0,1
2802,BDIA,D,D16,3,D16-3,NA,22/09/2016,7/12/2016,76,0,1
2803,BDIA,D,D16,4,D16-4,NA,22/09/2016,7/12/2016,76,0,1
2804,BDIA,D,D16,5,D16-5,NA,22/09/2016,7/12/2016,76,0,1
2805,BDIA,D,D16,6,D16-6,NA,22/09/2016,7/12/2016,76,0,1
2806,BDIA,D,D17,1,D17-1,NA,22/09/2016,7/12/2016,76,0,1
2807,BDIA,D,D17,2,D17-2,NA,22/09/2016,7/12/2016,76,0,1
2808,BDIA,D,D17,3,D17-3,NA,22/09/2016,7/12/2016,76,0,1
2809,BDIA,D,D17,4,D17-4,NA,22/09/2016,7/12/2016,76,0,1
2810,BDIA,D,D17,5,D17-5,NA,22/09/2016,8/12/2016,77,0,1
2811,BDIA,D,D17,6,D17-6,NA,22/09/2016,8/12/2016,77,0,1
2812,BDIA,D,D18,1,D18-1,NA,22/09/2016,8/12/2016,77,0,1
2813,BDIA,D,D18,2,D18-2,NA,22/09/2016,8/12/2016,77,0,1
2814,BDIA,D,D18,3,D18-3,NA,22/09/2016,8/12/2016,77,0,1
2815,BDIA,D,D18,4,D18-4,NA,22/09/2016,8/12/2016,77,0,1
2816,BDIA,D,D18,5,D18-5,NA,22/09/2016,8/12/2016,77,0,1
2817,BDIA,D,D18,6,D18-6,NA,22/09/2016,8/12/2016,77,0,1
2818,BDIA,D,D19,1,D19-1,NA,22/09/2016,8/12/2016,77,0,1
2819,BDIA,D,D19,2,D19-2,NA,22/09/2016,8/12/2016,77,0,1
2820,BDIA,D,D19,3,D19-3,NA,22/09/2016,8/12/2016,77,0,1
2821,BDIA,D,D19,4,D19-4,NA,22/09/2016,8/12/2016,77,0,1
2822,BDIA,D,D19,5,D19-5,NA,22/09/2016,8/12/2016,77,0,1
2823,BDIA,D,D19,6,D19-6,NA,22/09/2016,8/12/2016,77,0,1
2824,BDIA,D,D19,7,D19-7,NA,22/09/2016,8/12/2016,77,0,1
2825,BDIA,D,D19,8,D19-8,NA,22/09/2016,8/12/2016,77,0,1
2826,BDIA,D,D19,9,D19-9,NA,22/09/2016,8/12/2016,77,0,1
2827,BDIA,D,D20,1,D20-1,NA,22/09/2016,8/12/2016,77,0,1
2828,BDIA,D,D20,2,D20-2,NA,22/09/2016,8/12/2016,77,0,1
2829,BDIA,D,D20,3,D20-3,NA,22/09/2016,8/12/2016,77,0,1
2830,BDIA,D,D20,4,D20-4,NA,22/09/2016,8/12/2016,77,0,1
2831,BDIA,D,D20,5,D20-5,NA,22/09/2016,8/12/2016,77,0,1
2832,BDIA,D,D20,6,D20-6,NA,22/09/2016,8/12/2016,77,0,1
2833,BDIA,D,D20,7,D20-7,NA,22/09/2016,8/12/2016,77,0,1
2834,BDIA,D,D20,8,D20-8,NA,22/09/2016,8/12/2016,77,0,1
2835,BDIA,D,D20,9,D20-9,NA,22/09/2016,8/12/2016,77,0,1
2836,BDIA,D,D21,1,D21-1,NA,22/09/2016,7/12/2016,76,0,1
2837,BDIA,D,D21,2,D21-2,NA,22/09/2016,7/12/2016,76,0,1
2838,BDIA,D,D21,3,D21-3,NA,22/09/2016,7/12/2016,76,0,1
2839,BDIA,D,D21,4,D21-4,NA,22/09/2016,7/12/2016,76,0,1
2840,BDIA,D,D21,5,D21-5,NA,22/09/2016,7/12/2016,76,0,1
2841,BDIA,D,D21,6,D21-6,NA,22/09/2016,7/12/2016,76,0,1
2842,BDIA,D,D21,7,D21-7,NA,22/09/2016,7/12/2016,76,0,1
2843,BDIA,D,D21,8,D21-8,NA,22/09/2016,7/12/2016,76,0,1
2844,BDIA,D,D21,9,D21-9,NA,22/09/2016,7/12/2016,76,0,1
2845,BDIA,D,D22,1,D22-1,NA,22/09/2016,8/12/2016,77,0,1
2846,BDIA,D,D22,2,D22-2,NA,22/09/2016,8/12/2016,77,0,1
2847,BDIA,D,D22,3,D22-3,NA,22/09/2016,8/12/2016,77,0,1
2848,BDIA,D,D22,4,D22-4,NA,22/09/2016,8/12/2016,77,0,1
2849,BDIA,D,D22,5,D22-5,NA,22/09/2016,8/12/2016,77,0,1
2850,BDIA,D,D22,6,D22-6,NA,22/09/2016,8/12/2016,77,0,1
2851,BDIA,D,D22,7,D22-7,NA,22/09/2016,8/12/2016,77,0,1
2852,BDIA,D,D22,8,D22-8,NA,22/09/2016,8/12/2016,77,0,1
2853,BDIA,D,D22,9,D22-9,NA,22/09/2016,8/12/2016,77,0,1
2854,BDIA,D,D22,10,D22-10,NA,22/09/2016,8/12/2016,77,0,1
2855,BDIA,D,D22,11,D22-11,NA,22/09/2016,8/12/2016,77,0,1
2856,BDIA,D,D22,12,D22-12,NA,22/09/2016,8/12/2016,77,0,1
2857,BDIA,D,D23,1,D23-1,"transplant mortality, replaced",9/10/2016,8/12/2016,60,0,1
2858,BDIA,D,D23,2,D23-2,NA,22/09/2016,8/12/2016,77,0,1
2859,BDIA,D,D23,3,D23-3,NA,22/09/2016,8/12/2016,77,0,1
2860,BDIA,D,D23,4,D23-4,NA,22/09/2016,8/12/2016,77,0,1
2861,BDIA,D,D23,5,D23-5,NA,22/09/2016,8/12/2016,77,0,1
2862,BDIA,D,D23,6,D23-6,NA,22/09/2016,8/12/2016,77,0,1
2863,BDIA,D,D23,7,D23-7,NA,22/09/2016,8/12/2016,77,0,1
2864,BDIA,D,D23,8,D23-8,NA,22/09/2016,8/12/2016,77,0,1
2865,BDIA,D,D23,9,D23-9,NA,22/09/2016,8/12/2016,77,0,1
2866,BDIA,D,D23,10,D23-10,NA,22/09/2016,8/12/2016,77,0,1
2867,BDIA,D,D23,11,D23-11,NA,22/09/2016,8/12/2016,77,0,1
2868,BDIA,D,D23,12,D23-12,NA,22/09/2016,8/12/2016,77,0,1
2869,BDIA,D,D24,1,D24-1,NA,22/09/2016,8/12/2016,77,0,1
2870,BDIA,D,D24,2,D24-2,NA,22/09/2016,8/12/2016,77,0,1
2871,BDIA,D,D24,3,D24-3,NA,22/09/2016,8/12/2016,77,0,1
2872,BDIA,D,D24,4,D24-4,NA,22/09/2016,8/12/2016,77,0,1
2873,BDIA,D,D24,5,D24-5,NA,22/09/2016,8/12/2016,77,0,1
2874,BDIA,D,D24,6,D24-6,NA,22/09/2016,8/12/2016,77,0,1
2875,BDIA,D,D24,7,D24-7,NA,22/09/2016,8/12/2016,77,0,1
2876,BDIA,D,D24,8,D24-8,NA,22/09/2016,8/12/2016,77,0,1
2877,BDIA,D,D24,9,D24-9,NA,22/09/2016,8/12/2016,77,0,1
2878,BDIA,D,D24,10,D24-10,NA,22/09/2016,8/12/2016,77,0,1
2879,BDIA,D,D24,11,D24-11,NA,22/09/2016,8/12/2016,77,0,1
3601,BDIA,D,D24,12,D24-13,Extra BDIA found in position 11,22/09/2016,8/12/2016,77,0,1
2880,BDIA,D,D24,13,D24-12,NA,22/09/2016,8/12/2016,77,0,1
2881,BDIA,D,D25,1,D25-1,NA,22/09/2016,8/12/2016,77,0,1
2882,RCAES,D,D25,2,D25-2,NA,22/09/2016,8/12/2016,77,1,0
2883,PLAB,D,D25,3,D25-3,NA,22/09/2016,8/12/2016,77,1,0
2884,BDIA,D,D25,4,D25-4,NA,22/09/2016,8/12/2016,77,0,1
2885,ABIG,D,D25,5,D25-5,NA,22/09/2016,8/12/2016,77,1,0
2886,BDIA,D,D25,6,D25-6,NA,22/09/2016,8/12/2016,77,0,1
2887,RCAES,D,D26,1,D26-1,NA,22/09/2016,8/12/2016,77,1,0
2888,ABIG,D,D26,2,D26-2,NA,22/09/2016,8/12/2016,77,1,0
2889,PLAB,D,D26,3,D26-3,NA,22/09/2016,8/12/2016,77,1,0
2890,BDIA,D,D26,4,D26-4,NA,22/09/2016,8/12/2016,77,0,1
2891,BDIA,D,D26,5,D26-5,NA,22/09/2016,8/12/2016,77,0,1
2892,BDIA,D,D26,6,D26-6,NA,22/09/2016,8/12/2016,77,0,1
2893,ABIG,D,D27,1,D27-1,NA,22/09/2016,8/12/2016,77,1,0
2894,BDIA,D,D27,2,D27-2,NA,22/09/2016,8/12/2016,77,0,1
2895,PLAB,D,D27,3,D27-3,NA,22/09/2016,8/12/2016,77,1,0
2896,BDIA,D,D27,4,D27-4,NA,22/09/2016,8/12/2016,77,0,1
2897,RCAES,D,D27,5,D27-5,NA,22/09/2016,8/12/2016,77,1,0
2898,BDIA,D,D27,6,D27-6,NA,22/09/2016,8/12/2016,77,0,1
2899,ABIG,D,D28,1,D28-1,NA,22/09/2016,8/12/2016,77,1,0
2900,BDIA,D,D28,2,D28-2,NA,22/09/2016,8/12/2016,77,0,1
2901,BDIA,D,D28,3,D28-3,NA,22/09/2016,8/12/2016,77,0,1
2902,RCAES,D,D28,4,D28-4,NA,22/09/2016,8/12/2016,77,1,0
2903,BDIA,D,D28,5,D28-5,NA,22/09/2016,8/12/2016,77,0,1
2904,BDIA,D,D28,6,D28-6,NA,22/09/2016,8/12/2016,77,0,1
2905,BDIA,D,D28,7,D28-7,NA,22/09/2016,8/12/2016,77,0,1
2906,PLAB,D,D28,8,D28-8,NA,22/09/2016,8/12/2016,77,1,0
2907,BDIA,D,D28,9,D28-9,NA,22/09/2016,8/12/2016,77,0,1
2908,BDIA,D,D29,1,D29-1,died,22/09/2016,NA,NA,0,1
2909,BDIA,D,D29,2,D29-2,NA,22/09/2016,8/12/2016,77,0,1
2910,RCAES,D,D29,3,D29-3,NA,22/09/2016,8/12/2016,77,1,0
2911,ABIG,D,D29,4,D29-4,NA,22/09/2016,8/12/2016,77,1,0
2912,BDIA,D,D29,5,D29-5,NA,22/09/2016,8/12/2016,77,0,1
2913,BDIA,D,D29,6,D29-6,NA,22/09/2016,8/12/2016,77,0,1
2914,BDIA,D,D29,7,D29-7,NA,22/09/2016,8/12/2016,77,0,1
2915,PLAB,D,D29,8,D29-8,NA,22/09/2016,8/12/2016,77,1,0
2916,BDIA,D,D29,9,D29-9,NA,22/09/2016,8/12/2016,77,0,1
2917,BDIA,D,D30,1,D30-1,NA,22/09/2016,7/12/2016,76,0,1
2918,ABIG,D,D30,2,D30-2,NA,22/09/2016,7/12/2016,76,1,0
2919,BDIA,D,D30,3,D30-3,NA,22/09/2016,7/12/2016,76,0,1
2920,BDIA,D,D30,4,D30-4,NA,22/09/2016,7/12/2016,76,0,1
2921,PLAB,D,D30,5,D30-5,NA,22/09/2016,7/12/2016,76,1,0
2922,BDIA,D,D30,6,D30-6,NA,22/09/2016,7/12/2016,76,0,1
2923,BDIA,D,D30,7,D30-7,NA,22/09/2016,7/12/2016,76,0,1
2924,BDIA,D,D30,8,D30-8,NA,22/09/2016,7/12/2016,76,0,1
2925,RCAES,D,D30,9,D30-9,NA,22/09/2016,7/12/2016,76,1,0
2926,BDIA,D,D31,1,D31-1,NA,22/09/2016,8/12/2016,77,0,1
2927,PLAB,D,D31,2,D31-2,NA,22/09/2016,8/12/2016,77,1,0
2928,ABIG,D,D31,3,D31-3,NA,22/09/2016,8/12/2016,77,1,0
2929,BDIA,D,D31,4,D31-4,NA,22/09/2016,8/12/2016,77,0,1
2930,BDIA,D,D31,5,D31-5,NA,22/09/2016,8/12/2016,77,0,1
2931,BDIA,D,D31,6,D31-6,NA,22/09/2016,8/12/2016,77,0,1
2932,BDIA,D,D31,7,D31-7,NA,22/09/2016,8/12/2016,77,0,1
2933,BDIA,D,D31,8,D31-8,NA,22/09/2016,8/12/2016,77,0,1
2934,BDIA,D,D31,9,D31-9,NA,22/09/2016,8/12/2016,77,0,1
2935,RCAES,D,D31,10,D31-10,NA,22/09/2016,8/12/2016,77,1,0
2936,BDIA,D,D31,11,D31-11,NA,22/09/2016,8/12/2016,77,0,1
2937,BDIA,D,D31,12,D31-12,NA,22/09/2016,8/12/2016,77,0,1
2938,BDIA,D,D32,1,D32-1,NA,22/09/2016,7/12/2016,76,0,1
2939,ABIG,D,D32,2,D32-2,NA,22/09/2016,7/12/2016,76,1,0
2940,BDIA,D,D32,3,D32-3,NA,22/09/2016,7/12/2016,76,0,1
2941,BDIA,D,D32,4,D32-4,NA,22/09/2016,7/12/2016,76,0,1
2942,BDIA,D,D32,5,D32-5,died,22/09/2016,NA,NA,0,1
2943,BDIA,D,D32,6,D32-6,NA,22/09/2016,7/12/2016,76,0,1
2944,BDIA,D,D32,7,D32-7,NA,22/09/2016,7/12/2016,76,0,1
2945,BDIA,D,D32,8,D32-8,died,22/09/2016,NA,NA,0,1
2946,BDIA,D,D32,9,D32-9,NA,22/09/2016,7/12/2016,76,0,1
2947,BDIA,D,D32,10,D32-10,NA,22/09/2016,7/12/2016,76,0,1
2948,PLAB,D,D32,11,D32-11,NA,22/09/2016,7/12/2016,76,1,0
2949,RCAES,D,D32,12,D32-12,NA,22/09/2016,7/12/2016,76,1,0
2950,BDIA,D,D33,1,D33-1,NA,22/09/2016,8/12/2016,77,0,1
2951,RCAES,D,D33,2,D33-2,NA,22/09/2016,8/12/2016,77,1,0
2952,BDIA,D,D33,3,D33-3,NA,22/09/2016,8/12/2016,77,0,1
2953,BDIA,D,D33,4,D33-4,NA,22/09/2016,8/12/2016,77,0,1
2954,PLAB,D,D33,5,D33-5,NA,22/09/2016,8/12/2016,77,1,0
2955,BDIA,D,D33,6,D33-6,NA,22/09/2016,8/12/2016,77,0,1
2956,BDIA,D,D33,7,D33-7,NA,22/09/2016,8/12/2016,77,0,1
2957,BDIA,D,D33,8,D33-8,NA,22/09/2016,8/12/2016,77,0,1
2958,ABIG,D,D33,9,D33-9,NA,22/09/2016,8/12/2016,77,1,0
2959,BDIA,D,D33,10,D33-10,NA,22/09/2016,8/12/2016,77,0,1
2960,BDIA,D,D33,11,D33-11,NA,22/09/2016,8/12/2016,77,0,1
2961,BDIA,D,D33,12,D33-12,NA,22/09/2016,8/12/2016,77,0,1
2962,RCAES,D,D34,1,D34-1,NA,22/09/2016,7/12/2016,76,1,0
2963,PLAB,D,D34,2,D34-2,NA,22/09/2016,7/12/2016,76,1,0
2964,RCAES,D,D34,3,D34-3,NA,22/09/2016,7/12/2016,76,1,0
2965,BDIA,D,D34,4,D34-4,NA,22/09/2016,7/12/2016,76,0,1
2966,ABIG,D,D34,5,D34-5,NA,22/09/2016,7/12/2016,76,1,0
2967,BDIA,D,D34,6,D34-6,NA,22/09/2016,7/12/2016,76,0,1
2968,BDIA,D,D34,7,D34-7,NA,22/09/2016,7/12/2016,76,0,1
2969,ABIG,D,D34,8,D34-8,NA,22/09/2016,7/12/2016,76,1,0
2970,PLAB,D,D34,9,D34-9,NA,22/09/2016,7/12/2016,76,1,0
2971,ABIG,D,D35,1,D35-1,NA,22/09/2016,7/12/2016,76,1,0
2972,PLAB,D,D35,2,D35-2,NA,22/09/2016,7/12/2016,76,1,0
2973,RCAES,D,D35,3,D35-3,NA,22/09/2016,7/12/2016,76,1,0
2974,BDIA,D,D35,4,D35-4,NA,22/09/2016,7/12/2016,76,0,1
2975,ABIG,D,D35,5,D35-5,NA,22/09/2016,7/12/2016,76,1,0
2976,RCAES,D,D35,6,D35-6,NA,22/09/2016,7/12/2016,76,1,0
2977,BDIA,D,D35,7,D35-7,NA,22/09/2016,7/12/2016,76,0,1
2978,BDIA,D,D35,8,D35-8,NA,22/09/2016,7/12/2016,76,0,1
2979,PLAB,D,D35,9,D35-9,NA,22/09/2016,7/12/2016,76,1,0
2980,RCAES,D,D36,1,D36-1,NA,22/09/2016,8/12/2016,77,1,0
2981,RCAES,D,D36,2,D36-2,NA,22/09/2016,8/12/2016,77,1,0
2982,BDIA,D,D36,3,D36-3,NA,22/09/2016,8/12/2016,77,0,1
2983,ABIG,D,D36,4,D36-4,NA,22/09/2016,8/12/2016,77,1,0
2984,BDIA,D,D36,5,D36-5,NA,22/09/2016,8/12/2016,77,0,1
2985,ABIG,D,D36,6,D36-6,NA,22/09/2016,8/12/2016,77,1,0
2986,PLAB,D,D36,7,D36-7,NA,22/09/2016,8/12/2016,77,1,0
2987,PLAB,D,D36,8,D36-8,NA,22/09/2016,8/12/2016,77,1,0
2988,BDIA,D,D36,9,D36-9,NA,22/09/2016,8/12/2016,77,0,1
2989,RCAES,D,D37,1,D37-1,NA,22/09/2016,8/12/2016,77,1,0
2990,BDIA,D,D37,2,D37-2,NA,22/09/2016,8/12/2016,77,0,1
2991,BDIA,D,D37,3,D37-3,NA,22/09/2016,8/12/2016,77,0,1
2992,BDIA,D,D37,4,D37-4,NA,22/09/2016,8/12/2016,77,0,1
2993,BDIA,D,D37,5,D37-5,"transplant mortality, replaced",9/10/2016,8/12/2016,60,0,1
2994,BDIA,D,D37,6,D37-6,NA,22/09/2016,8/12/2016,77,0,1
2995,BDIA,D,D37,7,D37-7,NA,22/09/2016,8/12/2016,77,0,1
2996,RCAES,D,D37,8,D37-8,NA,22/09/2016,8/12/2016,77,1,0
2997,PLAB,D,D37,9,D37-9,NA,22/09/2016,8/12/2016,77,1,0
2998,PLAB,D,D37,10,D37-10,NA,22/09/2016,8/12/2016,77,1,0
2999,ABIG,D,D37,11,D37-11,NA,22/09/2016,8/12/2016,77,1,0
3000,ABIG,D,D37,12,D37-12,NA,22/09/2016,8/12/2016,77,1,0
3001,PLAB,D,D38,1,D38-1,NA,22/09/2016,8/12/2016,77,1,0
3002,ABIG,D,D38,2,D38-2,NA,22/09/2016,8/12/2016,77,1,0
3003,RCAES,D,D38,3,D38-3,NA,22/09/2016,8/12/2016,77,1,0
3004,BDIA,D,D38,4,D38-4,NA,22/09/2016,8/12/2016,77,0,1
3005,BDIA,D,D38,5,D38-5,NA,22/09/2016,8/12/2016,77,0,1
3006,BDIA,D,D38,6,D38-6,NA,22/09/2016,8/12/2016,77,0,1
3007,BDIA,D,D38,7,D38-7,NA,22/09/2016,8/12/2016,77,0,1
3008,PLAB,D,D38,8,D38-8,NA,22/09/2016,8/12/2016,77,1,0
3009,ABIG,D,D38,9,D38-9,NA,22/09/2016,8/12/2016,77,1,0
3010,BDIA,D,D38,10,D38-10,NA,22/09/2016,8/12/2016,77,0,1
3011,RCAES,D,D38,11,D38-11,NA,22/09/2016,8/12/2016,77,1,0
3012,BDIA,D,D38,12,D38-12,NA,22/09/2016,8/12/2016,77,0,1
3013,PLAB,D,D39,1,D39-1,NA,22/09/2016,8/12/2016,77,1,0
3014,BDIA,D,D39,2,D39-2,NA,22/09/2016,8/12/2016,77,0,1
3015,RCAES,D,D39,3,D39-3,NA,22/09/2016,8/12/2016,77,1,0
3016,PLAB,D,D39,4,D39-4,NA,22/09/2016,8/12/2016,77,1,0
3017,ABIG,D,D39,5,D39-5,NA,22/09/2016,8/12/2016,77,1,0
3018,BDIA,D,D39,6,D39-6,NA,22/09/2016,8/12/2016,77,0,1
3019,BDIA,D,D39,7,D39-7,NA,22/09/2016,8/12/2016,77,0,1
3020,BDIA,D,D39,8,D39-8,NA,22/09/2016,8/12/2016,77,0,1
3021,BDIA,D,D39,9,D39-9,NA,22/09/2016,8/12/2016,77,0,1
3022,ABIG,D,D39,10,D39-10,NA,22/09/2016,8/12/2016,77,1,0
3023,RCAES,D,D39,11,D39-11,NA,22/09/2016,8/12/2016,77,1,0
3024,BDIA,D,D39,12,D39-12,NA,22/09/2016,8/12/2016,77,0,1
3025,PLAB,D,D40,1,D40-1,NA,22/09/2016,7/12/2016,76,1,0
3026,RCAES,D,D40,2,D40-2,NA,22/09/2016,7/12/2016,76,1,0
3027,RCAES,D,D40,3,D40-3,NA,22/09/2016,7/12/2016,76,1,0
3028,RCAES,D,D40,4,D40-4,NA,22/09/2016,7/12/2016,76,1,0
3029,ABIG,D,D40,5,D40-5,NA,22/09/2016,7/12/2016,76,1,0
3030,ABIG,D,D40,6,D40-6,NA,22/09/2016,7/12/2016,76,1,0
3031,BDIA,D,D40,7,D40-7,NA,22/09/2016,7/12/2016,76,0,1
3032,PLAB,D,D40,8,D40-8,NA,22/09/2016,7/12/2016,76,1,0
