seedling_id,species_code,block,pot,position,sample_id,planting_notes,date_planted,date_sampled,age_days,native,exotic,biomass_weight_g,seed_weight_g,husk_number,seed_number,total_area,total_leaf_weight_g,total_SLA,fertility,exotic_species_code,total_density
1263,ABAR,B,B43,3,B43-3,NA,24/09/2016,14/12/2016,81,0,1,0.163,0.0292,16,5,NA,NA,NA,LOW,ABAR,3
1264,ABAR,B,B44,1,B44-1,NA,24/09/2016,13/12/2016,80,0,1,0.4153,NA,22,NA,NA,NA,NA,MED,ABAR,3
1265,ABAR,B,B44,2,B44-2,NA,24/09/2016,13/12/2016,80,0,1,0.3655,0.003,14,1,NA,NA,NA,MED,ABAR,3
1266,ABAR,B,B44,3,B44-3,NA,24/09/2016,13/12/2016,80,0,1,0.5382,0.2096,22,17,NA,NA,NA,MED,ABAR,3
1267,ABAR,B,B45,1,B45-1,NA,24/09/2016,13/12/2016,80,0,1,0.4351,0.0406,32,1,NA,NA,NA,HIGH,ABAR,3
1268,ABAR,B,B45,2,B45-2,NA,24/09/2016,13/12/2016,80,0,1,0.7206,0.0672,50,12,NA,NA,NA,HIGH,ABAR,3
1269,ABAR,B,B45,3,B45-3,NA,24/09/2016,13/12/2016,80,0,1,1.2229,0.4781,74,34,NA,NA,NA,HIGH,ABAR,3
1270,ABAR,B,B46,1,B46-1,NA,24/09/2016,14/12/2016,81,0,1,0.0927,NA,4,NA,NA,NA,NA,LOW,ABAR,6
1271,ABAR,B,B46,2,B46-2,NA,24/09/2016,14/12/2016,81,0,1,0.0826,NA,4,NA,NA,NA,NA,LOW,ABAR,6
1272,ABAR,B,B46,3,B46-3,NA,24/09/2016,14/12/2016,81,0,1,0.0756,0.0045,4,1,NA,NA,NA,LOW,ABAR,6
1273,ABAR,B,B46,4,B46-4,NA,24/09/2016,14/12/2016,81,0,1,0.1285,0.0139,10,2,NA,NA,NA,LOW,ABAR,6
1274,ABAR,B,B46,5,B46-5,NA,24/09/2016,14/12/2016,81,0,1,0.0925,NA,6,NA,NA,NA,NA,LOW,ABAR,6
1275,ABAR,B,B46,6,B46-6,NA,24/09/2016,14/12/2016,81,0,1,0.1283,0.0165,4,2,NA,NA,NA,LOW,ABAR,6
1276,ABAR,B,B47,1,B47-1,NA,24/09/2016,14/12/2016,81,0,1,0.2641,NA,12,NA,NA,NA,NA,MED,ABAR,6
1277,ABAR,B,B47,2,B47-2,NA,24/09/2016,14/12/2016,81,0,1,0.2065,0.0541,10,8,8.386,0.0132,635.3030303030303,MED,ABAR,6
1278,ABAR,B,B47,3,B47-3,NA,24/09/2016,14/12/2016,81,0,1,0.2681,0.1291,14,10,NA,NA,NA,MED,ABAR,6
1279,ABAR,B,B47,4,B47-4,NA,24/09/2016,14/12/2016,81,0,1,0.1684,0.009,6,2,NA,NA,NA,MED,ABAR,6
1280,ABAR,B,B47,5,B47-5,NA,24/09/2016,14/12/2016,81,0,1,0.3233,0.0518,14,4,NA,NA,NA,MED,ABAR,6
1281,ABAR,B,B47,6,B47-6,NA,24/09/2016,14/12/2016,81,0,1,0.3296,NA,14,NA,NA,NA,NA,MED,ABAR,6
1282,ABAR,B,B48,1,B48-1,NA,24/09/2016,14/12/2016,81,0,1,0.6248,0.0055,34,1,11.065999999999999,0.0276,400.9420289855072,HIGH,ABAR,6
1283,ABAR,B,B48,2,B48-2,NA,24/09/2016,14/12/2016,81,0,1,0.531,0.0165,26,1,NA,NA,NA,HIGH,ABAR,6
1284,ABAR,B,B48,3,B48-3,NA,24/09/2016,14/12/2016,81,0,1,0.4555,0.0207,19,1,NA,NA,NA,HIGH,ABAR,6
1285,ABAR,B,B48,4,B48-4,NA,24/09/2016,14/12/2016,81,0,1,0.307,NA,18,NA,NA,NA,NA,HIGH,ABAR,6
1286,ABAR,B,B48,5,B48-5,NA,24/09/2016,14/12/2016,81,0,1,0.3255,NA,26,0,NA,NA,NA,HIGH,ABAR,6
1287,ABAR,B,B48,6,B48-6,NA,24/09/2016,14/12/2016,81,0,1,0.4041,0.0113,NA,1,NA,NA,NA,HIGH,ABAR,6
1288,ABAR,B,B49,1,B49-1,NA,24/09/2016,14/12/2016,81,0,1,0.1151,NA,4,NA,NA,NA,NA,LOW,ABAR,9
1289,ABAR,B,B49,2,B49-2,NA,24/09/2016,14/12/2016,81,0,1,0.1008,NA,4,NA,NA,NA,NA,LOW,ABAR,9
1290,ABAR,B,B49,3,B49-3,NA,24/09/2016,14/12/2016,81,0,1,0.0992,NA,4,NA,NA,NA,NA,LOW,ABAR,9
1291,ABAR,B,B49,4,B49-4,NA,24/09/2016,14/12/2016,81,0,1,0.0661,NA,4,NA,NA,NA,NA,LOW,ABAR,9
1292,ABAR,B,B49,5,B49-5,NA,24/09/2016,14/12/2016,81,0,1,0.0637,0.0036,4,1,NA,NA,NA,LOW,ABAR,9
1293,ABAR,B,B49,6,B49-6,NA,24/09/2016,14/12/2016,81,0,1,0.1007,0.0073,4,1,NA,NA,NA,LOW,ABAR,9
1294,ABAR,B,B49,7,B49-7,NA,24/09/2016,14/12/2016,81,0,1,0.063,NA,4,NA,NA,NA,NA,LOW,ABAR,9
1295,ABAR,B,B49,8,B49-8,NA,24/09/2016,14/12/2016,81,0,1,0.0597,NA,2,NA,NA,NA,NA,LOW,ABAR,9
1296,ABAR,B,B49,9,B49-9,NA,24/09/2016,14/12/2016,81,0,1,0.1175,NA,4,NA,NA,NA,NA,LOW,ABAR,9
1297,ABAR,B,B50,1,B50-1,NA,24/09/2016,14/12/2016,81,0,1,0.2297,0.0292,12,3,NA,NA,NA,MED,ABAR,9
1298,ABAR,B,B50,2,B50-2,NA,24/09/2016,14/12/2016,81,0,1,0.165,NA,8,NA,NA,NA,NA,MED,ABAR,9
1299,ABAR,B,B50,3,B50-3,NA,24/09/2016,14/12/2016,81,0,1,0.1576,NA,10,NA,NA,NA,NA,MED,ABAR,9
1300,ABAR,B,B50,4,B50-4,NA,24/09/2016,14/12/2016,81,0,1,0.2363,0.008,NA,1,NA,NA,NA,MED,ABAR,9
1301,ABAR,B,B50,5,B50-5,NA,24/09/2016,14/12/2016,81,0,1,0.2295,0.0797,8,8,NA,NA,NA,MED,ABAR,9
1302,ABAR,B,B50,6,B50-6,NA,24/09/2016,14/12/2016,81,0,1,0.2136,0.0042,14,1,NA,NA,NA,MED,ABAR,9
1303,ABAR,B,B50,7,B50-7,NA,24/09/2016,14/12/2016,81,0,1,0.1851,0.0366,8,3,NA,NA,NA,MED,ABAR,9
1304,ABAR,B,B50,8,B50-8,NA,24/09/2016,14/12/2016,81,0,1,0.1274,NA,6,NA,NA,NA,NA,MED,ABAR,9
1305,ABAR,B,B50,9,B50-9,NA,24/09/2016,14/12/2016,81,0,1,0.2641,0.036,12,4,NA,NA,NA,MED,ABAR,9
1306,ABAR,B,B51,1,B51-1,NA,24/09/2016,14/12/2016,81,0,1,0.4228,NA,19,NA,NA,NA,NA,HIGH,ABAR,8
1307,ABAR,B,B51,2,B51-2,NA,24/09/2016,14/12/2016,81,0,1,0.0903,0.0237,4,2,NA,NA,NA,HIGH,ABAR,8
1308,ABAR,B,B51,3,B51-3,NA,24/09/2016,14/12/2016,81,0,1,0.5429,0.0677,20,16,NA,NA,NA,HIGH,ABAR,8
1309,ABAR,B,B51,4,B51-4,NA,24/09/2016,14/12/2016,81,0,1,0.2283,NA,8,NA,NA,NA,NA,HIGH,ABAR,8
1310,ABAR,B,B51,5,B51-5,NA,24/09/2016,14/12/2016,81,0,1,0.4027,NA,20,NA,NA,NA,NA,HIGH,ABAR,8
1311,ABAR,B,B51,6,B51-6,NA,24/09/2016,14/12/2016,81,0,1,0.3699,NA,14,NA,NA,NA,NA,HIGH,ABAR,8
1313,ABAR,B,B51,8,B51-8,NA,24/09/2016,14/12/2016,81,0,1,0.2883,NA,18,NA,NA,NA,NA,HIGH,ABAR,8
1314,ABAR,B,B51,9,B51-9,NA,24/09/2016,14/12/2016,81,0,1,0.3108,NA,16,NA,NA,NA,NA,HIGH,ABAR,8
1315,ABAR,B,B52,1,B52-1,NA,24/09/2016,14/12/2016,81,0,1,0.0653,NA,4,NA,NA,NA,NA,LOW,ABAR,12
1316,ABAR,B,B52,2,B52-2,NA,24/09/2016,14/12/2016,81,0,1,0.0601,0.012,2,1,NA,NA,NA,LOW,ABAR,12
1317,ABAR,B,B52,3,B52-3,NA,24/09/2016,14/12/2016,81,0,1,0.0331,NA,2,NA,NA,NA,NA,LOW,ABAR,12
1318,ABAR,B,B52,4,B52-4,NA,24/09/2016,14/12/2016,81,0,1,0.0582,0.0114,NA,1,3.519,0.0084,418.92857142857144,LOW,ABAR,12
1319,ABAR,B,B52,5,B52-5,NA,24/09/2016,14/12/2016,81,0,1,0.0373,NA,2,NA,NA,NA,NA,LOW,ABAR,12
1320,ABAR,B,B52,6,B52-6,NA,24/09/2016,14/12/2016,81,0,1,0.0493,NA,4,NA,NA,NA,NA,LOW,ABAR,12
1321,ABAR,B,B52,7,B52-7,NA,24/09/2016,14/12/2016,81,0,1,0.0461,NA,2,NA,NA,NA,NA,LOW,ABAR,12
1322,ABAR,B,B52,8,B52-8,NA,24/09/2016,14/12/2016,81,0,1,0.0637,0.0088,NA,1,NA,NA,NA,LOW,ABAR,12
1323,ABAR,B,B52,9,B52-9,NA,24/09/2016,14/12/2016,81,0,1,0.0585,NA,4,NA,NA,NA,NA,LOW,ABAR,12
1324,ABAR,B,B52,10,B52-10,NA,24/09/2016,14/12/2016,81,0,1,0.048,0.0034,NA,1,NA,NA,NA,LOW,ABAR,12
1325,ABAR,B,B52,11,B52-11,NA,24/09/2016,14/12/2016,81,0,1,0.0486,NA,4,NA,NA,NA,NA,LOW,ABAR,12
1326,ABAR,B,B52,12,B52-12,NA,24/09/2016,14/12/2016,81,0,1,0.1012,0.008,NA,1,NA,NA,NA,LOW,ABAR,12
1327,ABAR,B,B53,1,B53-1,NA,24/09/2016,14/12/2016,81,0,1,0.0922,NA,6,NA,NA,NA,NA,MED,ABAR,12
1328,ABAR,B,B53,2,B53-2,NA,24/09/2016,14/12/2016,81,0,1,0.213,0.0096,8,1,NA,NA,NA,MED,ABAR,12
1329,ABAR,B,B53,3,B53-3,NA,24/09/2016,14/12/2016,81,0,1,0.1589,0.015,6,1,NA,NA,NA,MED,ABAR,12
1330,ABAR,B,B53,4,B53-4,NA,24/09/2016,14/12/2016,81,0,1,0.1063,NA,7,NA,NA,NA,NA,MED,ABAR,12
1331,ABAR,B,B53,5,B53-5,NA,24/09/2016,14/12/2016,81,0,1,0.1516,NA,6,NA,NA,NA,NA,MED,ABAR,12
1332,ABAR,B,B53,6,B53-6,NA,24/09/2016,14/12/2016,81,0,1,0.1204,NA,6,NA,NA,NA,NA,MED,ABAR,12
1333,ABAR,B,B53,7,B53-7,NA,24/09/2016,14/12/2016,81,0,1,0.1659,NA,8,8,4.42,0.0125,353.59999999999997,MED,ABAR,12
1334,ABAR,B,B53,8,B53-8,NA,24/09/2016,14/12/2016,81,0,1,0.1083,NA,4,NA,NA,NA,NA,MED,ABAR,12
1335,ABAR,B,B53,9,B53-9,NA,24/09/2016,14/12/2016,81,0,1,0.1159,0.0066,6,1,NA,NA,NA,MED,ABAR,12
1336,ABAR,B,B53,10,B53-10,NA,24/09/2016,14/12/2016,81,0,1,0.2213,NA,12,5,NA,NA,NA,MED,ABAR,12
1337,ABAR,B,B53,11,B53-11,NA,24/09/2016,14/12/2016,81,0,1,0.1821,NA,12,5,NA,NA,NA,MED,ABAR,12
1338,ABAR,B,B53,12,B53-12,NA,24/09/2016,14/12/2016,81,0,1,0.0676,0.0088,8,2,NA,NA,NA,MED,ABAR,12
1339,ABAR,B,B54,1,B54-1,NA,24/09/2016,13/12/2016,80,0,1,0.2625,NA,12,0,NA,NA,NA,HIGH,ABAR,11
1340,ABAR,B,B54,2,B54-2,NA,24/09/2016,13/12/2016,80,0,1,0.1873,NA,10,0,NA,NA,NA,HIGH,ABAR,11
1341,ABAR,B,B54,3,B54-3,NA,24/09/2016,13/12/2016,80,0,1,0.2641,NA,16,0,NA,NA,NA,HIGH,ABAR,11
1343,ABAR,B,B54,5,B54-5,NA,24/09/2016,13/12/2016,80,0,1,0.1807,0.0528,16,8,4.801,0.0163,294.5398773006135,HIGH,ABAR,11
1344,ABAR,B,B54,6,B54-6,NA,24/09/2016,13/12/2016,80,0,1,0.1781,NA,6,0,NA,NA,NA,HIGH,ABAR,11
1345,ABAR,B,B54,7,B54-7,NA,24/09/2016,13/12/2016,80,0,1,0.1771,0.0238,10,1,NA,NA,NA,HIGH,ABAR,11
1346,ABAR,B,B54,8,B54-8,NA,24/09/2016,13/12/2016,80,0,1,0.1996,0.0264,12,1,NA,NA,NA,HIGH,ABAR,11
1347,ABAR,B,B54,9,B54-9,NA,24/09/2016,13/12/2016,80,0,1,0.2764,0.0621,18,9,NA,NA,NA,HIGH,ABAR,11
1348,ABAR,B,B54,10,B54-10,NA,24/09/2016,13/12/2016,80,0,1,0.3631,NA,12,0,NA,NA,NA,HIGH,ABAR,11
1349,ABAR,B,B54,11,B54-11,NA,24/09/2016,13/12/2016,80,0,1,0.3393,NA,18,0,NA,NA,NA,HIGH,ABAR,11
1350,ABAR,B,B54,12,B54-12,NA,24/09/2016,13/12/2016,80,0,1,0.158,NA,10,0,NA,NA,NA,HIGH,ABAR,11
1351,ABAR,B,B55,1,B55-1,NA,24/09/2016,13/12/2016,80,0,1,0.0903,0.0323,10,4,1.55,0.0043,360.4651162790698,LOW,ABAR,6
1355,ABAR,B,B55,5,B55-5,NA,24/09/2016,13/12/2016,80,0,1,0.0843,NA,4,0,NA,NA,NA,LOW,ABAR,6
1356,ABAR,B,B55,6,B55-6,NA,24/09/2016,13/12/2016,80,0,1,0.1023,NA,4,0,NA,NA,NA,LOW,ABAR,6
1357,ABAR,B,B56,1,B56-1,NA,24/09/2016,14/12/2016,81,0,1,0.2012,NA,8,NA,NA,NA,NA,MED,ABAR,6
1360,ABAR,B,B56,4,B56-4,NA,24/09/2016,14/12/2016,81,0,1,0.3047,NA,13,4,NA,NA,NA,MED,ABAR,6
1362,ABAR,B,B56,6,B56-6,NA,24/09/2016,14/12/2016,81,0,1,0.5926,0.0238,38,4,3.085,0.0077,400.64935064935065,MED,ABAR,6
1363,ABAR,B,B57,1,B57-1,NA,24/09/2016,14/12/2016,81,0,1,0.5185,0.0228,14,1,NA,NA,NA,HIGH,ABAR,6
1365,ABAR,B,B57,3,B57-3,NA,24/09/2016,14/12/2016,81,0,1,0.1066,0.2508,64,21,NA,NA,NA,HIGH,ABAR,6
1367,ABAR,B,B57,5,B57-5,NA,24/09/2016,14/12/2016,81,0,1,0.5008,0.0464,28,1,18.999000000000002,0.0581,327.0051635111877,HIGH,ABAR,6
1370,ABAR,B,B58,2,B58-2,NA,24/09/2016,14/12/2016,81,0,1,0.1248,NA,6,NA,NA,NA,NA,LOW,ABAR,9
1372,ABAR,B,B58,4,B58-4,NA,24/09/2016,14/12/2016,81,0,1,0.0816,0.0317,6,4,NA,NA,NA,LOW,ABAR,9
1373,ABAR,B,B58,5,B58-5,NA,24/09/2016,14/12/2016,81,0,1,0.0535,0.0082,4,1,NA,NA,NA,LOW,ABAR,9
1375,ABAR,B,B58,7,B58-7,NA,24/09/2016,14/12/2016,81,0,1,0.0599,NA,4,NA,NA,NA,NA,LOW,ABAR,9
1376,ABAR,B,B58,8,B58-8,NA,24/09/2016,14/12/2016,81,0,1,0.0852,NA,4,1,NA,NA,NA,LOW,ABAR,9
1377,ABAR,B,B58,9,B58-9,NA,24/09/2016,14/12/2016,81,0,1,0.0795,NA,4,NA,NA,NA,NA,LOW,ABAR,9
1378,ABAR,B,B59,1,B59-1,NA,24/09/2016,13/12/2016,80,0,1,0.1834,0.016,8,1,NA,NA,NA,MED,ABAR,9
1380,ABAR,B,B59,3,B59-3,NA,24/09/2016,13/12/2016,80,0,1,0.1985,0.0178,12,1,NA,NA,NA,MED,ABAR,9
1381,ABAR,B,B59,4,B59-4,NA,24/09/2016,13/12/2016,80,0,1,0.2051,NA,8,0,NA,NA,NA,MED,ABAR,9
1382,ABAR,B,B59,5,B59-5,NA,24/09/2016,13/12/2016,80,0,1,0.1485,0.0289,22,6,NA,NA,NA,MED,ABAR,9
1383,ABAR,B,B59,6,B59-6,NA,24/09/2016,13/12/2016,80,0,1,0.2418,0.034,14,5,NA,NA,NA,MED,ABAR,9
1384,ABAR,B,B59,7,B59-7,NA,24/09/2016,13/12/2016,80,0,1,0.2556,NA,16,0,NA,NA,NA,MED,ABAR,9
1388,ABAR,B,B60,2,B60-2,NA,24/09/2016,14/12/2016,81,0,1,0.2801,NA,12,0,NA,NA,NA,HIGH,ABAR,9
1389,ABAR,B,B60,3,B60-3,NA,24/09/2016,14/12/2016,81,0,1,0.4811,0.0358,16,1,NA,NA,NA,HIGH,ABAR,9
1391,ABAR,B,B60,5,B60-5,NA,24/09/2016,14/12/2016,81,0,1,0.2017,0.0232,14,1,NA,NA,NA,HIGH,ABAR,9
1392,ABAR,B,B60,6,B60-6,NA,24/09/2016,14/12/2016,81,0,1,0.1693,NA,10,0,NA,NA,NA,HIGH,ABAR,9
1394,ABAR,B,B60,8,B60-8,NA,24/09/2016,14/12/2016,81,0,1,0.227,NA,12,0,NA,NA,NA,HIGH,ABAR,9
1395,ABAR,B,B60,9,B60-9,NA,24/09/2016,14/12/2016,81,0,1,0.3113,NA,20,0,NA,NA,NA,HIGH,ABAR,9
1396,ABAR,B,B61,1,B61-1,NA,24/09/2016,14/12/2016,81,0,1,0.0616,0.0075,4,1,NA,NA,NA,LOW,ABAR,12
1397,ABAR,B,B61,2,B61-2,NA,24/09/2016,14/12/2016,81,0,1,0.0547,NA,4,0,NA,NA,NA,LOW,ABAR,12
1399,ABAR,B,B61,4,B61-4,NA,24/09/2016,14/12/2016,81,0,1,0.0555,NA,4,0,NA,NA,NA,LOW,ABAR,12
1400,ABAR,B,B61,5,B61-5,NA,24/09/2016,14/12/2016,81,0,1,0.057,NA,2,0,NA,NA,NA,LOW,ABAR,12
1402,ABAR,B,B61,7,B61-7,NA,24/09/2016,14/12/2016,81,0,1,0.0621,NA,4,0,NA,NA,NA,LOW,ABAR,12
1403,ABAR,B,B61,8,B61-8,NA,24/09/2016,14/12/2016,81,0,1,0.0646,0.0198,4,1,NA,NA,NA,LOW,ABAR,12
1405,ABAR,B,B61,10,B61-10,NA,24/09/2016,14/12/2016,81,0,1,0.0912,0.0105,10,2,NA,NA,NA,LOW,ABAR,12
1406,ABAR,B,B61,11,B61-11,NA,24/09/2016,14/12/2016,81,0,1,0.1091,0.0135,10,3,NA,NA,NA,LOW,ABAR,12
1407,ABAR,B,B61,12,B61-12,NA,24/09/2016,14/12/2016,81,0,1,0.0632,NA,2,0,NA,NA,NA,LOW,ABAR,12
1410,ABAR,B,B62,3,B62-3,NA,24/09/2016,13/12/2016,80,0,1,0.1342,0.0109,6,1,NA,NA,NA,MED,ABAR,12
1411,ABAR,B,B62,4,B62-4,NA,24/09/2016,13/12/2016,80,0,1,0.1334,NA,10,3,NA,NA,NA,MED,ABAR,12
1412,ABAR,B,B62,5,B62-5,NA,24/09/2016,13/12/2016,80,0,1,0.1422,NA,10,2,NA,NA,NA,MED,ABAR,12
1414,ABAR,B,B62,7,B62-7,NA,24/09/2016,13/12/2016,80,0,1,0.2151,0.0314,NA,3,NA,NA,NA,MED,ABAR,12
1415,ABAR,B,B62,8,B62-8,NA,24/09/2016,13/12/2016,80,0,1,0.2593,NA,14,4,NA,NA,NA,MED,ABAR,12
1416,ABAR,B,B62,9,B62-9,NA,24/09/2016,13/12/2016,80,0,1,0.1752,NA,4,NA,NA,NA,NA,MED,ABAR,12
1417,ABAR,B,B62,10,B62-10,NA,24/09/2016,13/12/2016,80,0,1,0.29,NA,16,4,NA,NA,NA,MED,ABAR,12
1418,ABAR,B,B62,11,B62-11,NA,24/09/2016,13/12/2016,80,0,1,0.2713,0.0048,10,1,NA,NA,NA,MED,ABAR,12
1419,ABAR,B,B62,12,B62-12,NA,24/09/2016,13/12/2016,80,0,1,0.1881,NA,10,NA,NA,NA,NA,MED,ABAR,12
1420,ABAR,B,B63,1,B63-1,NA,24/09/2016,14/12/2016,81,0,1,0.1615,NA,10,NA,NA,NA,NA,HIGH,ABAR,12
1421,ABAR,B,B63,2,B63-2,NA,24/09/2016,14/12/2016,81,0,1,0.2417,0.005,12,1,NA,NA,NA,HIGH,ABAR,12
1422,ABAR,B,B63,3,B63-3,NA,24/09/2016,14/12/2016,81,0,1,0.13,0.0145,8,3,NA,NA,NA,HIGH,ABAR,12
1423,ABAR,B,B63,4,B63-4,NA,24/09/2016,14/12/2016,81,0,1,0.2588,0.0282,14,5,NA,NA,NA,HIGH,ABAR,12
1424,ABAR,B,B63,5,B63-5,NA,24/09/2016,14/12/2016,81,0,1,0.2382,0.027,14,3,NA,NA,NA,HIGH,ABAR,12
1425,ABAR,B,B63,6,B63-6,NA,24/09/2016,14/12/2016,81,0,1,0.2461,0.0239,12,2,NA,NA,NA,HIGH,ABAR,12
1426,ABAR,B,B63,7,B63-7,NA,24/09/2016,14/12/2016,81,0,1,0.2336,NA,14,NA,NA,NA,NA,HIGH,ABAR,12
1427,ABAR,B,B63,8,B63-8,NA,24/09/2016,14/12/2016,81,0,1,0.1843,NA,12,NA,NA,NA,NA,HIGH,ABAR,12
1429,ABAR,B,B63,10,B63-10,NA,24/09/2016,14/12/2016,81,0,1,0.3183,0.0325,14,5,NA,NA,NA,HIGH,ABAR,12
1432,ABAR,B,B64,1,B64-1,NA,24/09/2016,14/12/2016,81,0,1,0.0967,NA,4,NA,NA,NA,NA,LOW,ABAR,9
1436,ABAR,B,B64,5,B64-5,NA,24/09/2016,14/12/2016,81,0,1,0.0823,NA,6,NA,NA,NA,NA,LOW,ABAR,9
1440,ABAR,B,B64,9,B64-9,NA,24/09/2016,14/12/2016,81,0,1,0.1609,NA,6,NA,NA,NA,NA,LOW,ABAR,9
1442,ABAR,B,B65,2,B65-2,NA,24/09/2016,14/12/2016,81,0,1,0.2308,NA,14,3,NA,NA,NA,MED,ABAR,9
1446,ABAR,B,B65,6,B65-6,NA,24/09/2016,14/12/2016,81,0,1,0.2037,NA,8,NA,NA,NA,NA,MED,ABAR,9
1449,ABAR,B,B65,9,B65-9,NA,24/09/2016,14/12/2016,81,0,1,0.4215,0.0461,24,1,NA,NA,NA,MED,ABAR,9
1453,ABAR,B,B66,4,B66-4,NA,24/09/2016,13/12/2016,80,0,1,0.2842,0.016,12,2,NA,NA,NA,HIGH,ABAR,9
1454,ABAR,B,B66,5,B66-5,NA,24/09/2016,13/12/2016,80,0,1,0.6044,0.0082,26,2,NA,NA,NA,HIGH,ABAR,9
1456,ABAR,B,B66,7,B66-7,NA,24/09/2016,13/12/2016,80,0,1,0.502,0.0182,24,4,NA,NA,NA,HIGH,ABAR,9
1459,ABAR,B,B67,1,B67-1,NA,24/09/2016,14/12/2016,81,0,1,0.1595,0.077,6,1,NA,NA,NA,LOW,ABAR,12
1460,ABAR,B,B67,2,B67-2,NA,24/09/2016,14/12/2016,81,0,1,0.0915,NA,4,NA,NA,NA,NA,LOW,ABAR,12
1461,ABAR,B,B67,3,B67-3,NA,24/09/2016,14/12/2016,81,0,1,0.0644,NA,2,NA,NA,NA,NA,LOW,ABAR,12
1462,ABAR,B,B67,4,B67-4,NA,24/09/2016,14/12/2016,81,0,1,0.0481,NA,4,NA,NA,NA,NA,LOW,ABAR,12
1464,ABAR,B,B67,6,B67-6,NA,24/09/2016,14/12/2016,81,0,1,0.0989,0.0066,4,1,2.809,0.0057,492.8070175438597,LOW,ABAR,12
1466,ABAR,B,B67,8,B67-8,NA,24/09/2016,14/12/2016,81,0,1,0.0592,NA,2,NA,NA,NA,NA,LOW,ABAR,12
1474,ABAR,B,B68,4,B68-4,NA,24/09/2016,13/12/2016,80,0,1,0.1425,NA,8,NA,NA,NA,NA,MED,ABAR,12
1475,ABAR,B,B68,5,B68-5,NA,24/09/2016,13/12/2016,80,0,1,0.1449,0.004,6,1,NA,NA,NA,MED,ABAR,12
1476,ABAR,B,B68,6,B68-6,NA,24/09/2016,13/12/2016,80,0,1,0.1874,0.0513,8,4,NA,NA,NA,MED,ABAR,12
1477,ABAR,B,B68,7,B68-7,NA,24/09/2016,13/12/2016,80,0,1,0.1024,NA,6,NA,NA,NA,NA,MED,ABAR,12
1481,ABAR,B,B68,11,B68-11,NA,24/09/2016,13/12/2016,80,0,1,0.1444,0.0047,13,1,3.339,0.0062,538.5483870967743,MED,ABAR,12
1482,ABAR,B,B68,12,B68-12,NA,24/09/2016,13/12/2016,80,0,1,0.2212,NA,12,NA,NA,NA,NA,MED,ABAR,12
1483,ABAR,B,B69,1,B69-1,NA,24/09/2016,14/12/2016,81,0,1,0.2817,0.0064,10,2,NA,NA,NA,HIGH,ABAR,12
1484,ABAR,B,B69,2,B69-2,NA,24/09/2016,14/12/2016,81,0,1,0.4638,0.0158,16,2,NA,NA,NA,HIGH,ABAR,12
1490,ABAR,B,B69,8,B69-8,NA,24/09/2016,14/12/2016,81,0,1,0.2835,NA,14,NA,NA,NA,NA,HIGH,ABAR,12
1491,ABAR,B,B69,9,B69-9,NA,24/09/2016,14/12/2016,81,0,1,0.2429,0.08,12,6,8.686,0.0246,353.0894308943089,HIGH,ABAR,12
1492,ABAR,B,B69,10,B69-10,NA,24/09/2016,14/12/2016,81,0,1,0.3605,NA,20,NA,NA,NA,NA,HIGH,ABAR,12
1493,ABAR,B,B69,11,B69-11,NA,24/09/2016,14/12/2016,81,0,1,0.2747,NA,NA,NA,NA,NA,NA,HIGH,ABAR,12
1496,ABAR,B,B70,2,B70-2,NA,24/09/2016,13/12/2016,80,0,1,0.0784,0.0068,4,1,NA,NA,NA,LOW,ABAR,10
1504,ABAR,B,B70,10,B70-10,NA,24/09/2016,13/12/2016,80,0,1,0.0993,0.0031,6,1,NA,NA,NA,LOW,ABAR,10
1511,ABAR,B,B71,5,B71-5,NA,24/09/2016,13/12/2016,80,0,1,0.3013,0.0094,12,2,NA,NA,NA,MED,ABAR,12
1514,ABAR,B,B71,8,B71-8,NA,24/09/2016,13/12/2016,80,0,1,0.2114,0.0097,8,2,NA,NA,NA,MED,ABAR,12
1515,ABAR,B,B71,9,B71-9,NA,24/09/2016,13/12/2016,80,0,1,0.0901,0.0179,24,3,NA,NA,NA,MED,ABAR,12
1520,ABAR,B,B72,2,B72-2,NA,24/09/2016,13/12/2016,80,0,1,0.5894,0.0219,NA,2,NA,NA,NA,HIGH,ABAR,12
1521,ABAR,B,B72,3,B72-3,NA,24/09/2016,13/12/2016,80,0,1,0.4106,NA,18,NA,NA,NA,NA,HIGH,ABAR,12
1524,ABAR,B,B72,6,B72-6,NA,24/09/2016,13/12/2016,80,0,1,0.2869,NA,14,NA,NA,NA,NA,HIGH,ABAR,12
2161,ABAR,C,C43,1,C43-1,NA,23/09/2016,12/12/2016,80,0,1,0.2007,NA,8,NA,NA,NA,NA,LOW,ABAR,3
2162,ABAR,C,C43,2,C43-2,NA,23/09/2016,12/12/2016,80,0,1,0.1699,NA,4,NA,NA,NA,NA,LOW,ABAR,3
2163,ABAR,C,C43,3,C43-3,NA,23/09/2016,12/12/2016,80,0,1,0.1313,NA,6,NA,NA,NA,NA,LOW,ABAR,3
2164,ABAR,C,C44,1,C44-1,NA,23/09/2016,13/12/2016,81,0,1,0.4675,NA,18,NA,NA,NA,NA,MED,ABAR,3
2165,ABAR,C,C44,2,C44-2,NA,23/09/2016,13/12/2016,81,0,1,0.4251,NA,14,NA,NA,NA,NA,MED,ABAR,3
2166,ABAR,C,C44,3,C44-3,NA,23/09/2016,13/12/2016,81,0,1,0.4772,NA,18,NA,NA,NA,NA,MED,ABAR,3
