seedling_id,sample_id,seed_weight_g,seed_notes,husk_number,seed_number
1417,B62-10,NA,NA,16,4
1418,B62-11,0.0048,NA,10,1
1419,B62-12,NA,NA,10,NA
1420,B63-1,NA,NA,10,NA
1421,B63-2,0.005,NA,12,1
1422,B63-3,0.0145,NA,8,3
1423,B63-4,0.0282,NA,14,5
1424,B63-5,0.027,NA,14,3
1425,B63-6,0.0239,NA,12,2
1426,B63-7,NA,NA,14,NA
1427,B63-8,NA,NA,12,NA
1429,B63-10,0.0325,NA,14,5
1431,B63-12,0.0145,NA,NA,3
1432,B64-1,NA,NA,4,NA
1436,B64-5,NA,NA,6,NA
1440,B64-9,NA,NA,6,NA
1442,B65-2,NA,NA,14,3
1446,B65-6,NA,NA,8,NA
1449,B65-9,0.0461,NA,24,1
1453,B66-4,0.016,NA,12,2
1454,B66-5,0.0082,NA,26,2
1456,B66-7,0.0182,NA,24,4
1459,B67-1,0.077,NA,6,1
1460,B67-2,NA,NA,4,NA
1461,B67-3,NA,NA,2,NA
1462,B67-4,NA,NA,4,NA
1464,B67-6,0.0066,NA,4,1
1466,B67-8,NA,NA,2,NA
1468,B67-10,0.0084,NA,NA,NA
1474,B68-4,NA,NA,8,NA
1475,B68-5,0.004,NA,6,1
1476,B68-6,0.0513,NA,8,4
1477,B68-7,NA,NA,6,NA
1481,B68-11,0.0047,NA,13,1
1482,B68-12,NA,NA,12,NA
1483,B69-1,0.0064,NA,10,2
1484,B69-2,0.0158,NA,16,2
1490,B69-8,NA,NA,14,NA
1491,B69-9,0.08,NA,12,6
1492,B69-10,NA,NA,20,NA
1496,B70-2,0.0068,NA,4,1
1499,B70-5,0.0103,NA,NA,NA
1504,B70-10,0.0031,NA,6,1
1511,B71-5,0.0094,NA,12,2
1514,B71-8,0.0097,NA,8,2
1515,B71-9,0.0179,NA,24,3
1520,B72-2,0.0219,NA,NA,2
1521,B72-3,NA,NA,18,NA
1524,B72-6,NA,NA,14,NA
1534,B74-1,0.0116,NA,NA,NA
1535,B74-2,0.0141,NA,NA,NA
1536,B74-3,0.0159,NA,NA,NA
1537,B75-1,0.037,NA,NA,NA
1539,B75-3,0.0372,NA,NA,NA
1547,B77-2,0.0061,NA,NA,NA
1553,B78-2,0.0153,NA,NA,NA
1554,B78-3,0.0153,NA,NA,NA
1555,B78-4,0.0155,NA,NA,NA
1556,B78-5,0.0189,NA,NA,NA
1557,B78-6,0.0168,NA,NA,NA
1578,B81-3,0.0102,NA,NA,NA
1579,B81-4,0.0131,NA,NA,NA
1582,B81-7,0.0126,NA,NA,NA
1584,B81-9,0.0123,NA,NA,NA
1609,B84-1,0.0142,NA,NA,NA
1619,B84-11,0.0119,NA,NA,NA
1620,B84-12,0.0173,NA,NA,NA
1634,B87-2,0.0145,NA,NA,NA
1635,B87-3,0.0071,NA,NA,NA
1665,B90-9,0.0058,NA,NA,NA
1728,B96-9,0.0036,NA,NA,NA
1765,B100-1,0.008,NA,NA,NA
1786,B101-10,0.0361,NA,NA,NA
1861,C10-7,0.0148,NA,NA,NA
1892,C13-2,0.1094,NA,NA,NA
1893,C13-3,0.1092,NA,NA,NA
1894,C14-1,0.2936,NA,NA,NA
1895,C14-2,0.2844,NA,NA,NA
1896,C14-3,0.2163,NA,NA,NA
1897,C15-1,0.504,NA,NA,NA
1898,C15-2,0.6855,NA,NA,NA
1899,C15-3,0.6418,NA,NA,NA
1900,C16-1,0.0391,NA,NA,NA
1901,C16-2,0.0732,NA,NA,NA
1902,C16-3,0.0694,NA,NA,NA
1903,C16-4,0.0551,NA,NA,NA
1904,C16-5,0.0404,NA,NA,NA
1905,C16-6,0.0443,NA,NA,NA
1906,C17-1,0.2064,NA,NA,NA
1907,C17-2,0.2087,NA,NA,NA
1908,C17-3,0.1085,NA,NA,NA
1909,C17-4,0.1477,NA,NA,NA
1910,C17-5,0.1116,NA,NA,NA
1911,C17-6,0.1559,NA,NA,NA
1912,C18-1,0.1953,NA,NA,NA
1913,C18-2,0.189,NA,NA,NA
1914,C18-3,0.287,NA,NA,NA
1915,C18-4,0.1501,NA,NA,NA
1916,C18-5,0.0246,NA,NA,NA
1917,C18-6,0.2694,NA,NA,NA
1918,C19-1,0.0296,NA,NA,NA
1919,C19-2,0.0195,NA,NA,NA
1920,C19-3,0.0391,NA,NA,NA
1921,C19-4,0.0466,NA,NA,NA
1922,C19-5,0.0605,NA,NA,NA
1923,C19-6,0.0361,NA,NA,NA
1925,C19-8,0.0664,NA,NA,NA
1926,C19-9,0.0134,NA,NA,NA
1927,C20-1,0.1259,NA,NA,NA
1928,C20-2,0.1042,NA,NA,NA
1929,C20-3,0.0452,NA,NA,NA
1930,C20-4,0.0805,NA,NA,NA
1931,C20-5,0.0908,NA,NA,NA
1932,C20-6,0.0578,NA,NA,NA
1933,C20-7,0.1381,NA,NA,NA
1934,C20-8,0.0635,NA,NA,NA
1935,C20-9,0.1178,NA,NA,NA
1936,C21-1,0.1215,NA,NA,NA
1937,C21-2,0.2509,NA,NA,NA
1938,C21-3,0.1683,NA,NA,NA
1939,C21-4,0.1831,NA,NA,NA
1940,C21-5,0.1349,NA,NA,NA
1941,C21-6,0.0837,NA,NA,NA
1942,C21-7,0.1292,NA,NA,NA
1943,C21-8,0.1962,NA,NA,NA
1944,C21-9,0.0907,NA,NA,NA
1945,C22-1,0.0481,NA,NA,NA
1946,C22-2,0.0312,NA,NA,NA
1947,C22-3,0.0271,NA,NA,NA
1948,C22-4,0.0378,NA,NA,NA
1949,C22-5,0.0338,NA,NA,NA
1950,C22-6,0.0367,NA,NA,NA
1951,C22-7,0.0142,NA,NA,NA
1952,C22-8,0.029,NA,NA,NA
1953,C22-9,0.0247,NA,NA,NA
1954,C22-10,0.0537,NA,NA,NA
1955,C22-11,0.0143,NA,NA,NA
1956,C22-12,0.0357,NA,NA,NA
1957,C23-1,0.0674,NA,NA,NA
1958,C23-2,0.0177,NA,NA,NA
1959,C23-3,0.0528,NA,NA,NA
1960,C23-4,0.0574,NA,NA,NA
1961,C23-5,0.0478,NA,NA,NA
1962,C23-6,0.0451,NA,NA,NA
1963,C23-7,0.0847,NA,NA,NA
1964,C23-8,0.0487,NA,NA,NA
1965,C23-9,0.0773,NA,NA,NA
1966,C23-10,0.0823,NA,NA,NA
1968,C23-12,0.1082,NA,NA,NA
1969,C24-1,0.107,NA,NA,NA
1970,C24-2,0.0828,NA,NA,NA
1971,C24-3,0.1544,NA,NA,NA
1972,C24-4,0.1002,NA,NA,NA
1973,C24-5,0.1363,NA,NA,NA
1974,C24-6,0.0926,NA,NA,NA
1975,C24-7,0.1741,NA,NA,NA
1976,C24-8,0.1626,NA,NA,NA
1977,C24-9,0.1956,NA,NA,NA
1978,C24-10,0.2163,NA,NA,NA
1979,C24-11,0.143,NA,NA,NA
1980,C24-12,0.2628,NA,NA,NA
1981,C25-1,0.0566,NA,NA,NA
1982,C25-2,0.0488,NA,NA,NA
1986,C25-6,0.2232,NA,NA,NA
1989,C26-3,0.1636,NA,NA,NA
1990,C26-4,0.2044,NA,NA,NA
1992,C26-6,0.1571,NA,NA,NA
1995,C27-3,0.1381,NA,NA,NA
1996,C27-4,0.3117,NA,NA,NA
1999,C28-1,0.0469,NA,NA,NA
2000,C28-2,0.0353,NA,NA,NA
2002,C28-4,0.0482,NA,NA,NA
2004,C28-6,0.0146,NA,NA,NA
2005,C28-7,0.0575,NA,NA,NA
2006,C28-8,0.0449,NA,NA,NA
2007,C28-9,0.0563,NA,NA,NA
2008,C29-1,0.1477,NA,NA,NA
2011,C29-4,0.1033,NA,NA,NA
2012,C29-5,0.1093,NA,NA,NA
2013,C29-6,0.11,NA,NA,NA
2015,C29-8,0.0889,NA,NA,NA
2017,C30-1,0.0316,NA,NA,NA
2019,C30-3,0.2453,NA,NA,NA
2021,C30-5,0.2244,NA,NA,NA
2023,C30-7,0.31,NA,NA,NA
2024,C30-8,0.2273,NA,NA,NA
2025,C30-9,0.058,NA,NA,NA
2026,C31-1,0.0458,NA,NA,NA
2027,C31-2,0.0314,NA,NA,NA
2030,C31-5,0.0218,NA,NA,NA
2031,C31-6,0.0158,NA,NA,NA
2032,C31-7,0.0163,NA,NA,NA
2033,C31-8,0.0288,NA,NA,NA
2034,C31-9,0.0281,NA,NA,NA
2036,C31-11,0.0237,NA,NA,NA
2037,C31-12,0.0326,NA,NA,NA
2040,C32-3,0.094,NA,NA,NA
2041,C32-4,0.0999,NA,NA,NA
2042,C32-5,0.1114,NA,NA,NA
2043,C32-6,0.1121,NA,NA,NA
2044,C32-7,0.0891,NA,NA,NA
2046,C32-9,0.1158,NA,NA,NA
2047,C32-10,0.1117,NA,NA,NA
2048,C32-11,0.1152,NA,NA,NA
2049,C32-12,0.025,NA,NA,NA
2050,C33-1,0.1517,NA,NA,NA
2051,C33-2,0.2172,NA,NA,NA
2052,C33-3,0.2408,NA,NA,NA
2053,C33-4,0.1756,NA,NA,NA
2054,C33-5,0.204,NA,NA,NA
2055,C33-6,0.0634,NA,NA,NA
2057,C33-8,0.2779,NA,NA,NA
2058,C33-9,0.1192,NA,NA,NA
2059,C33-10,0.3377,NA,NA,NA
2060,C33-11,0.0703,NA,NA,NA
2066,C34-5,0.045,NA,NA,NA
2068,C34-7,0.0524,NA,NA,NA
2069,C34-8,0.036,NA,NA,NA
2073,C35-3,0.1824,NA,NA,NA
2076,C35-6,0.3102,NA,NA,NA
2080,C36-1,0.4955,NA,NA,NA
2081,C36-2,0.0785,NA,NA,NA
2087,C36-8,0.0604,NA,NA,NA
2089,C37-1,0.0167,NA,NA,NA
2090,C37-2,0.032,NA,NA,NA
2092,C37-4,0.0538,NA,NA,NA
2098,C37-10,0.106,NA,NA,NA
2100,C37-12,0.0542,NA,NA,NA
2102,C38-2,0.1382,NA,NA,NA
2108,C38-8,0.0471,NA,NA,NA
2110,C38-10,0.1402,NA,NA,NA
2111,C38-11,0.149,NA,NA,NA
2112,C38-12,0.1664,NA,NA,NA
2113,C39-1,0.2962,NA,NA,NA
2114,C39-2,0.3499,NA,NA,NA
2118,C39-6,0.026,NA,NA,NA
2119,C39-7,0.3073,NA,NA,NA
2133,C40-9,0.0549,NA,NA,NA
2134,C40-10,0.0395,NA,NA,NA
2135,C40-11,0.0605,NA,NA,NA
2138,C41-2,0.1122,NA,NA,NA
2147,C41-11,0.241,NA,NA,NA
2148,C41-12,0.1783,NA,NA,NA
2149,C42-1,0.3152,NA,NA,NA
2153,C42-5,0.04256,NA,NA,NA
2156,C42-8,0.2601,NA,NA,NA
2161,C43-1,NA,NA,8,NA
2162,C43-2,NA,NA,4,NA
2163,C43-3,NA,NA,6,NA
2164,C44-1,NA,NA,18,NA
2165,C44-2,NA,NA,14,NA
2166,C44-3,NA,NA,18,NA
2167,C45-1,NA,NA,24,NA
2168,C45-2,NA,NA,34,NA
2170,C46-1,0.019,NA,2,1
2171,C46-2,0.0209,NA,8,4
2172,C46-3,0.0076,NA,NA,NA
2173,C46-4,0.011,NA,4,2
2174,C46-5,0.0028,NA,NA,NA
2175,C46-6,0.0122,NA,2,1
2176,C47-1,0.01,NA,6,3
2177,C47-2,NA,NA,16,0
2178,C47-3,0.0497,NA,6,3
2179,C47-4,0.0325,NA,14,1
2180,C47-5,0.13,NA,12,12
2181,C47-6,0.038,NA,18,3
2182,C48-1,0.0808,NA,20,10
2183,C48-2,0.1899,NA,30,15
2184,C48-3,0.081,NA,16,8
2185,C48-4,0.0902,NA,32,16
2186,C48-5,0.0879,NA,20,10
2187,C48-6,0.0269,NA,2,1
2188,C49-1,0.0175,NA,8,4
2189,C49-2,0.0041,NA,NA,NA
2190,C49-3,0.0071,NA,4,2
2191,C49-4,0.0244,NA,6,3
2192,C49-5,0.0167,NA,2,1
2193,C49-6,0.0026,NA,NA,NA
2194,C49-7,0.0091,NA,4,2
2195,C49-8,0.0043,NA,NA,NA
2196,C49-9,0.0296,NA,8,4
2197,C50-1,0.0078,NA,NA,NA
2198,C50-2,0.0297,NA,8,4
2199,C50-3,0.046,NA,14,7
2200,C50-4,0.056,NA,12,6
2201,C50-5,0.0195,NA,8,4
2202,C50-6,0.0338,NA,6,3
2203,C50-7,0.0138,NA,4,2
2204,C50-8,0.0991,NA,20,10
2205,C50-9,0.0159,NA,4,2
2206,C51-1,0.0494,NA,10,5
2207,C51-2,0.0291,NA,8,4
2208,C51-3,0.0595,NA,10,5
2209,C51-4,0.0641,NA,10,5
2210,C51-5,0.0163,NA,2,1
2211,C51-6,0.0311,NA,8,4
2212,C51-7,0.0417,NA,12,6
2213,C51-8,0.0162,NA,NA,NA
2214,C51-9,0.071,NA,8,4
2215,C52-1,0.0058,NA,2,1
2216,C52-2,0.004,NA,NA,NA
2217,C52-3,0.0036,NA,NA,NA
2218,C52-4,0.002,NA,NA,NA
2219,C52-5,0.0079,NA,2,1
2221,C52-7,0.0015,NA,NA,NA
2222,C52-8,0.0111,NA,4,2
2223,C52-9,0.0021,NA,NA,NA
2224,C52-10,0.0053,NA,2,1
2225,C52-11,0.0086,NA,4,2
2226,C52-12,0.0031,NA,NA,NA
2227,C53-1,0.0059,NA,NA,NA
2228,C53-2,0.0259,NA,6,3
2229,C53-3,0.0068,NA,NA,NA
2230,C53-4,0.0067,NA,NA,NA
2231,C53-5,0.0495,NA,12,6
2232,C53-6,0.0228,NA,4,2
2233,C53-7,0.0379,NA,12,6
2234,C53-8,0.0308,NA,12,6
2235,C53-9,0.0212,NA,8,4
2236,C53-10,0.0043,NA,NA,NA
2237,C53-11,0.0068,NA,NA,NA
2238,C53-12,0.0325,NA,6,3
2239,C54-1,0.0044,NA,NA,NA
2240,C54-2,0.0513,NA,10,5
2241,C54-3,0.0144,NA,2,1
2242,C54-4,0.0894,NA,18,9
2243,C54-5,0.0078,NA,NA,NA
2244,C54-6,0.0396,NA,8,4
2246,C54-8,0.0192,NA,NA,NA
2247,C54-9,0.0592,NA,20,10
2248,C54-10,0.0135,NA,NA,NA
2249,C54-11,0.0278,NA,4,2
2250,C54-12,0.0436,NA,12,6
2255,C55-5,0.0336,NA,12,6
2256,C55-6,0.0935,NA,12,6
2260,C56-4,0.0154,NA,6,3
2261,C56-5,0.0519,NA,16,8
2262,C56-6,0.0309,NA,4,2
2264,C57-2,0.0378,NA,8,4
2265,C57-3,0.0475,NA,12,6
2266,C57-4,0.0688,NA,14,7
2269,C58-1,0.0237,NA,6,3
2270,C58-2,0.0119,NA,4,2
2271,C58-3,0.0039,NA,NA,NA
2272,C58-4,0.0302,NA,8,4
2273,C58-5,0.0042,NA,NA,NA
2274,C58-6,0.0043,NA,NA,NA
2275,C58-7,0.0218,NA,8,4
2278,C59-1,0.0288,NA,8,4
2282,C59-5,0.017,NA,2,1
2283,C59-6,0.0171,NA,2,1
2284,C59-7,0.022,NA,10,5
2285,C59-8,0.0113,NA,NA,NA
2286,C59-9,0.0858,NA,14,7
2287,C60-1,0.0271,NA,6,3
2288,C60-2,0.1452,NA,22,11
2290,C60-4,0.0507,NA,8,4
2291,C60-5,0.0508,NA,12,6
2292,C60-6,0.0338,NA,6,3
2293,C60-7,0.0344,NA,6,3
2296,C61-1,0.0076,NA,4,2
2298,C61-3,0.0057,NA,2,1
2299,C61-4,0.003,NA,NA,NA
2301,C61-6,0.0033,NA,NA,NA
2302,C61-7,0.0028,NA,2,1
2303,C61-8,0.0062,NA,2,1
2304,C61-9,0.0014,NA,NA,NA
2305,C61-10,0.0075,NA,4,2
2307,C61-12,0.002,NA,NA,NA
2308,C62-1,0.0056,NA,NA,NA
2309,C62-2,0.0122,NA,NA,NA
2311,C62-4,0.002,NA,NA,NA
2312,C62-5,0.0111,NA,2,1
2313,C62-6,0.0099,NA,NA,NA
2314,C62-7,0.0103,NA,2,1
2316,C62-9,0.0089,NA,2,1
2317,C62-10,0.009,NA,2,1
2319,C62-12,0.0055,NA,NA,NA
2322,C63-3,0.0382,NA,4,2
2323,C63-4,0.0677,NA,8,4
2324,C63-5,0.0129,NA,2,1
2325,C63-6,0.0123,NA,2,1
2326,C63-7,0.0294,NA,6,3
2328,C63-9,0.0288,NA,2,1
2329,C63-10,0.0472,NA,8,4
2330,C63-11,0.0162,NA,2,1
2331,C63-12,0.0725,NA,26,13
2332,C64-1,0.0072,NA,NA,NA
2334,C64-3,0.0105,NA,2,1
2335,C64-4,0.0574,NA,22,11
2341,C65-1,0.0243,NA,4,2
2342,C65-2,0.0677,NA,8,4
2344,C65-4,0.061,NA,10,5
2355,C66-6,0.0438,NA,4,2
2356,C66-7,0.1334,NA,28,14
2357,C66-8,0.1467,NA,34,17
2359,C67-1,0.0125,NA,8,4
2362,C67-4,0.0101,NA,4,2
2365,C67-7,0.0117,NA,4,2
2368,C67-10,0.0224,NA,8,4
2369,C67-11,0.0175,NA,6,3
2370,C67-12,0.0065,NA,2,1
2371,C68-1,0.0065,NA,NA,NA
2376,C68-6,0.0247,NA,6,3
2377,C68-7,0.0415,NA,16,8
2378,C68-8,0.0216,NA,4,2
2379,C68-9,0.0079,NA,NA,NA
2382,C68-12,0.0112,NA,NA,NA
2387,C69-5,0.0252,NA,4,2
2388,C69-6,0.0339,NA,12,6
2389,C69-7,0.0381,NA,4,2
2390,C69-8,0.0799,NA,10,5
2393,C69-11,0.0411,NA,8,4
2394,C69-12,0.0926,NA,18,9
2396,C70-2,0.0194,NA,8,4
2397,C70-3,0.0126,NA,6,3
2404,C70-10,0.0039,NA,NA,NA
2408,C71-2,0.0124,NA,8,4
2409,C71-3,0.1317,NA,28,14
2413,C71-7,0.0843,NA,18,9
2423,C72-5,0.0725,NA,14,7
2428,C72-10,0.0631,NA,10,5
2429,C72-11,0.0722,NA,8,4
2434,C74-1,0.0189,NA,NA,NA
2435,C74-2,0.0181,NA,NA,NA
2436,C74-3,0.0151,NA,NA,NA
2437,C75-1,0.0451,NA,NA,NA
2438,C75-2,0.0394,NA,NA,NA
2439,C75-3,0.0286,NA,NA,NA
2446,C77-1,0.0098,NA,NA,NA
2449,C77-4,0.0057,NA,NA,NA
2451,C77-6,0.0116,NA,NA,NA
2452,C78-1,0.0376,NA,NA,NA
2453,C78-2,0.0122,NA,NA,NA
2454,C78-3,0.0395,NA,NA,NA
2455,C78-4,0.018,NA,NA,NA
2456,C78-5,0.0139,NA,NA,NA
2457,C78-6,0.0131,NA,NA,NA
2478,C81-3,0.0127,NA,NA,NA
2479,C81-4,0.0185,NA,NA,NA
2480,C81-5,0.0251,NA,NA,NA
2483,C81-8,0.0101,NA,NA,NA
2519,C84-11,0.0142,NA,NA,NA
2533,C87-1,0.0174,NA,NA,NA
2534,C87-2,0.0245,NA,NA,NA
2556,C89-9,0.1004,NA,NA,NA
2560,C90-4,0.0161,NA,NA,NA
2791,D13-1,0.0222,NA,NA,NA
2792,D13-2,0.0156,NA,NA,NA
2793,D13-3,0.0529,NA,NA,NA
2794,D14-1,0.1562,NA,NA,NA
2795,D14-2,0.1018,NA,NA,NA
2796,D14-3,0.3753,NA,NA,NA
2797,D15-1,0.3564,NA,NA,NA
2798,D15-2,0.1363,NA,NA,NA
2799,D15-3,0.0491,NA,NA,NA
2800,D16-1,0.0408,NA,NA,NA
2801,D16-2,0.0484,NA,NA,NA
2802,D16-3,0.0325,NA,NA,NA
2803,D16-4,0.0549,NA,NA,NA
2804,D16-5,0.0415,NA,NA,NA
2805,D16-6,0.0573,NA,NA,NA
2806,D17-1,0.058,NA,NA,NA
2807,D17-2,0.1673,NA,NA,NA
2808,D17-3,0.1715,NA,NA,NA
2809,D17-4,0.1265,NA,NA,NA
2810,D17-5,0.1495,NA,NA,NA
2811,D17-6,0.2493,NA,NA,NA
2812,D18-1,0.1681,NA,NA,NA
2813,D18-2,0.2792,NA,NA,NA
2814,D18-3,0.149,NA,NA,NA
2815,D18-4,0.1913,NA,NA,NA
2816,D18-5,0.0421,NA,NA,NA
2817,D18-6,0.2106,NA,NA,NA
2818,D19-1,0.0107,NA,NA,NA
2819,D19-2,0.0104,NA,NA,NA
2820,D19-3,0.0358,NA,NA,NA
2821,D19-4,0.0188,NA,NA,NA
2822,D19-5,0.0378,NA,NA,NA
2823,D19-6,0.0283,NA,NA,NA
2824,D19-7,0.0038,NA,NA,NA
2825,D19-8,0.0172,NA,NA,NA
2826,D19-9,0.0393,NA,NA,NA
2827,D20-1,0.0912,NA,NA,NA
2828,D20-2,0.122,NA,NA,NA
2829,D20-3,0.0777,NA,NA,NA
2830,D20-4,0.1052,NA,NA,NA
2831,D20-5,0.0461,NA,NA,NA
2833,D20-7,0.0762,NA,NA,NA
2834,D20-8,0.0938,NA,NA,NA
2835,D20-9,0.1925,NA,NA,NA
2836,D21-1,0.1061,NA,NA,NA
2837,D21-2,0.1409,NA,NA,NA
2838,D21-3,0.1063,NA,NA,NA
2839,D21-4,0.1461,NA,NA,NA
2840,D21-5,0.0619,NA,NA,NA
2841,D21-6,0.1137,NA,NA,NA
2842,D21-7,0.1379,NA,NA,NA
2843,D21-8,0.1625,NA,NA,NA
2844,D21-9,0.2492,NA,NA,NA
2845,D22-1,0.0203,NA,NA,NA
2846,D22-2,0.0403,NA,NA,NA
2847,D22-3,0.0231,NA,NA,NA
2848,D22-4,0.0267,NA,NA,NA
2849,D22-5,0.0401,NA,NA,NA
2850,D22-6,0.0182,NA,NA,NA
2851,D22-7,0.0292,NA,NA,NA
2852,D22-8,0.0346,NA,NA,NA
2853,D22-9,0.0644,NA,NA,NA
2854,D22-10,0.029,NA,NA,NA
2855,D22-11,0.0285,NA,NA,NA
2856,D22-12,0.0305,NA,NA,NA
2857,D23-1,0.0169,NA,NA,NA
2858,D23-2,0.1256,NA,NA,NA
2859,D23-3,0.0626,NA,NA,NA
2860,D23-4,0.0463,NA,NA,NA
2861,D23-5,0.114,NA,NA,NA
2862,D23-6,0.0267,NA,NA,NA
2863,D23-7,0.0582,NA,NA,NA
2864,D23-8,0.0466,NA,NA,NA
2865,D23-9,0.0222,NA,NA,NA
2866,D23-10,0.0447,NA,NA,NA
2867,D23-11,0.1095,NA,NA,NA
2868,D23-12,0.0292,NA,NA,NA
2869,D24-1,0.112,NA,NA,NA
2870,D24-2,0.243,NA,NA,NA
2871,D24-3,0.1511,NA,NA,NA
2872,D24-4,0.1714,NA,NA,NA
2873,D24-5,0.0965,NA,NA,NA
2874,D24-6,0.1362,NA,NA,NA
2875,D24-7,0.1634,NA,NA,NA
2876,D24-8,0.1688,NA,NA,NA
2877,D24-9,0.0713,NA,NA,NA
2878,D24-10,0.155,NA,NA,NA
2879,D24-11,0.1182,NA,NA,NA
3601,D24-13,0.1653,NA,NA,NA
2880,D24-12,0.1647,NA,NA,NA
2881,D25-1,0.0614,NA,NA,NA
2884,D25-4,0.0503,NA,NA,NA
2886,D25-6,0.0643,NA,NA,NA
2890,D26-4,0.2007,NA,NA,NA
2891,D26-5,0.1756,NA,NA,NA
2892,D26-6,0.1773,NA,NA,NA
2894,D27-2,0.2609,NA,NA,NA
2896,D27-4,0.2713,NA,NA,NA
2898,D27-6,0.0135,NA,NA,NA
2900,D28-2,0.0391,NA,NA,NA
2901,D28-3,0.0165,NA,NA,NA
2903,D28-5,0.0321,NA,NA,NA
2904,D28-6,0.0221,NA,NA,NA
2905,D28-7,0.0274,NA,NA,NA
2907,D28-9,0.0571,NA,NA,NA
2909,D29-2,0.087,NA,NA,NA
2912,D29-5,0.0398,NA,NA,NA
2913,D29-6,0.1254,NA,NA,NA
2914,D29-7,0.0383,NA,NA,NA
2916,D29-9,0.2011,NA,NA,NA
2919,D30-3,0.1738,NA,NA,NA
2920,D30-4,0.1085,NA,NA,NA
2922,D30-6,0.1802,NA,NA,NA
2923,D30-7,0.1373,NA,NA,NA
2924,D30-8,0.1711,NA,NA,NA
2926,D31-1,0.0345,NA,NA,NA
2929,D31-4,0.0374,NA,NA,NA
2930,D31-5,0.0264,NA,NA,NA
2931,D31-6,0.0593,NA,NA,NA
2932,D31-7,0.0454,NA,NA,NA
2934,D31-9,0.0514,NA,NA,NA
2936,D31-11,0.0334,NA,NA,NA
2937,D31-12,0.0121,NA,NA,NA
2938,D32-1,0.12,NA,NA,NA
2940,D32-3,0.0878,NA,NA,NA
2941,D32-4,0.1423,NA,NA,NA
2944,D32-7,0.0957,NA,NA,NA
2946,D32-9,0.0745,NA,NA,NA
2947,D32-10,0.1047,NA,NA,NA
2950,D33-1,0.2074,NA,NA,NA
2952,D33-3,0.1524,NA,NA,NA
2953,D33-4,0.1233,NA,NA,NA
2955,D33-6,0.0714,NA,NA,NA
2956,D33-7,0.1323,NA,NA,NA
2957,D33-8,0.1145,NA,NA,NA
2959,D33-10,0.1539,NA,NA,NA
2960,D33-11,0.0705,NA,NA,NA
2961,D33-12,0.0932,NA,NA,NA
2965,D34-4,0.0269,NA,NA,NA
2967,D34-6,0.0519,NA,NA,NA
2968,D34-7,0.0804,NA,NA,NA
2974,D35-4,0.1755,NA,NA,NA
2977,D35-7,0.0934,NA,NA,NA
2978,D35-8,0.166,NA,NA,NA
2982,D36-3,0.3242,NA,NA,NA
2984,D36-5,0.2545,NA,NA,NA
2988,D36-9,0.417,NA,NA,NA
2990,D37-2,0.0611,NA,NA,NA
2991,D37-3,0.0392,NA,NA,NA
2992,D37-4,0.023,NA,NA,NA
2993,D37-5,0.0196,NA,NA,NA
2994,D37-6,0.0946,NA,NA,NA
2995,D37-7,0.0526,NA,NA,NA
3004,D38-4,0.0794,NA,NA,NA
3005,D38-5,0.0967,NA,NA,NA
3006,D38-6,0.0966,NA,NA,NA
3007,D38-7,0.1019,NA,NA,NA
3010,D38-10,0.0883,NA,NA,NA
3012,D38-12,0.1812,NA,NA,NA
3014,D39-2,0.3053,NA,NA,NA
3018,D39-6,0.0836,NA,NA,NA
3019,D39-7,0.1537,NA,NA,NA
3020,D39-8,0.1698,NA,NA,NA
3021,D39-9,0.1249,NA,NA,NA
3024,D39-12,0.1999,NA,NA,NA
3031,D40-7,0.0459,NA,NA,NA
3034,D40-10,0.0369,NA,NA,NA
3035,D40-11,0.0285,NA,NA,NA
3038,D41-2,0.0136,NA,NA,1
3041,D41-5,0.016,NA,NA,NA
3042,D41-6,0.0933,NA,NA,NA
3048,D41-12,0.1525,NA,NA,NA
3050,D42-2,0.2648,NA,NA,NA
3055,D42-7,0.2309,NA,NA,NA
3058,D42-10,0.3208,NA,NA,NA
3061,D43-1,0.0229,NA,2,1
3062,D43-2,0.0524,NA,8,4
3063,D43-3,0.0275,NA,4,2
3064,D44-1,0.1212,NA,34,17
3065,D44-2,0.1331,NA,24,12
3066,D44-3,0.1577,NA,42,21
3067,D45-1,0.1328,NA,36,18
3068,D45-2,0.0658,NA,14,7
3069,D45-3,0.2098,NA,62,31
3070,D46-1,0.0294,NA,6,3
3072,D46-3,0.0279,NA,10,5
3074,D46-5,0.0222,NA,6,3
3075,D46-6,0.0183,NA,4,2
3076,D47-1,0.0434,NA,12,6
3077,D47-2,0.0733,NA,14,7
3078,D47-3,0.0256,NA,8,4
3079,D47-4,0.1131,NA,22,11
3080,D47-5,0.0987,NA,16,8
3081,D47-6,0.047,NA,8,4
3082,D48-1,0.1967,NA,34,17
3083,D48-2,0.0912,NA,18,9
3084,D48-3,0.1374,NA,18,9
3085,D48-4,0.0641,NA,14,7
3086,D48-5,0.0164,NA,32,16
3087,D48-6,0.0631,NA,14,7
3088,D49-1,0.0198,NA,2,1
3089,D49-2,0.0163,NA,6,3
3090,D49-3,0.0111,NA,4,2
3091,D49-4,0.009,NA,4,2
3092,D49-5,0.0075,NA,2,1
3093,D49-6,0.015,NA,6,3
3094,D49-7,0.0096,NA,4,2
3095,D49-8,0.0097,NA,4,2
3096,D49-9,0.0174,NA,4,2
3097,D50-1,0.0212,NA,8,4
3098,D50-2,0.0205,NA,4,2
3099,D50-3,0.0072,NA,4,2
