block,pot,position,sample_id,species,seedling_id,seed_weight_g,seed_number,seed_notes
A,69,8,A69-8,ABAR,590,,,
A,69,9,A69-9,ABIG,591,,,
A,69,10,A69-10,RCAES,592,,,
A,69,11,A69-11,ABAR,593,0.0088,3,
A,69,12,A69-12,PLAB,594,,,
A,70,1,A70-1,PLAB,595,,,
A,70,2,A70-2,ABIG,596,0.007,,
A,70,3,A70-3,ABIG,597,,,
A,70,4,A70-4,ABAR,598,0.0048,1,
A,70,5,A70-5,ABAR,599,,,
A,70,6,A70-6,RCAES,600,,,
A,70,7,A70-7,ABIG,601,,,
A,70,8,A70-8,RCAES,602,,,
A,70,9,A70-9,ABAR,603,,,
A,70,10,A70-10,PLAB,604,,,
A,70,11,A70-11,PLAB,605,,,
A,70,12,A70-12,RCAES,606,,,
A,71,1,A71-1,ABIG,607,,,
A,71,2,A71-2,ABIG,608,0.0696,,
A,71,3,A71-3,ABAR,609,0.0108,2,
A,71,4,A71-4,RCAES,610,,,
A,71,5,A71-5,ABIG,611,,,
A,71,6,A71-6,PLAB,612,,,
A,71,7,A71-7,ABAR,613,0.0386,4,
A,71,8,A71-8,ABAR,614,0.0148,4,
A,71,9,A71-9,PLAB,615,,,
A,71,10,A71-10,PLAB,616,,,
A,71,11,A71-11,RCAES,617,,,
A,71,12,A71-12,RCAES,618,,,
A,72,1,A72-1,ABAR,619,0.0362,5,
A,72,2,A72-2,PLAB,620,,,
A,72,3,A72-3,RCAES,621,,,
A,72,4,A72-4,RCAES,622,,,
A,72,5,A72-5,ABIG,623,,,
A,72,6,A72-6,PLAB,624,,,
A,72,7,A72-7,ABIG,625,,,
A,72,8,A72-8,RCAES,626,,,
A,72,9,A72-9,ABIG,627,,,
A,72,10,A72-10,ABAR,628,0.0571,5,
A,72,11,A72-11,PLAB,629,,,
A,72,12,A72-12,ABAR,630,0.0123,2,
A,73,1,A73-1,ECUR,631,,,
A,73,2,A73-2,ECUR,632,,,
A,73,3,A73-3,ECUR,633,,,
A,74,1,A74-1,ECUR,634,0.0164,,
A,74,2,A74-2,ECUR,635,0.0119,,
A,74,3,A74-3,ECUR,636,0.0188,,
A,75,1,A75-1,ECUR,637,0.0223,,
A,75,2,A75-2,ECUR,638,0.0289,,
A,75,3,A75-3,ECUR,639,0.0387,,
A,76,1,A76-1,ECUR,640,,,
A,76,2,A76-2,ECUR,641,,,
A,76,3,A76-3,ECUR,642,,,
A,76,4,A76-4,ECUR,643,,,
A,76,5,A76-5,ECUR,644,,,
A,76,6,A76-6,ECUR,645,,,
A,77,1,A77-1,ECUR,646,,,
A,77,2,A77-2,ECUR,647,0.007,,
A,77,3,A77-3,ECUR,648,0.0078,,
A,77,4,A77-4,ECUR,649,,,
A,77,5,A77-5,ECUR,650,,,
A,77,6,A77-6,ECUR,651,,,
A,78,1,A78-1,ECUR,652,,,
A,78,2,A78-2,ECUR,653,0.0093,,
A,78,3,A78-3,ECUR,654,0.0143,,
A,78,4,A78-4,ECUR,655,,,
A,78,5,A78-5,ECUR,656,0.0155,,
A,78,6,A78-6,ECUR,657,0.0331,,
A,79,1,A79-1,ECUR,658,,,
A,79,2,A79-2,ECUR,659,,,
A,79,3,A79-3,ECUR,660,,,
A,79,4,A79-4,ECUR,661,,,
A,79,5,A79-5,ECUR,662,,,
A,79,6,A79-6,ECUR,663,,,
A,79,7,A79-7,ECUR,664,,,
A,79,8,A79-8,ECUR,665,,,
A,79,9,A79-9,ECUR,666,,,
A,80,1,A80-1,ECUR,667,,,
A,80,2,A80-2,ECUR,668,,,
A,80,3,A80-3,ECUR,669,,,
A,80,4,A80-4,ECUR,670,,,
A,80,5,A80-5,ECUR,671,,,
A,80,6,A80-6,ECUR,672,,,
A,80,7,A80-7,ECUR,673,,,
A,80,8,A80-8,ECUR,674,,,
A,80,9,A80-9,ECUR,675,,,
A,81,1,A81-1,ECUR,676,,,
A,81,2,A81-2,ECUR,677,,,
A,81,3,A81-3,ECUR,678,,,
A,81,4,A81-4,ECUR,679,,,
A,81,5,A81-5,ECUR,680,,,
A,81,6,A81-6,ECUR,681,,,
A,81,7,A81-7,ECUR,682,0.0133,,
A,81,8,A81-8,ECUR,683,,,
A,81,9,A81-9,ECUR,684,0.0119,,
A,82,1,A82-1,ECUR,685,,,
A,82,2,A82-2,ECUR,686,,,
A,82,3,A82-3,ECUR,687,,,
A,82,4,A82-4,ECUR,688,,,
A,82,5,A82-5,ECUR,689,,,
A,82,6,A82-6,ECUR,690,,,
A,82,7,A82-7,ECUR,691,,,
A,82,8,A82-8,ECUR,692,,,
A,82,9,A82-9,ECUR,693,,,
A,82,10,A82-10,ECUR,694,,,
A,82,11,A82-11,ECUR,695,,,
A,82,12,A82-12,ECUR,696,,,
A,83,1,A83-1,ECUR,697,,,
A,83,2,A83-2,ECUR,698,,,
A,83,3,A83-3,ECUR,699,,,
A,83,4,A83-4,ECUR,700,,,
A,83,5,A83-5,ECUR,701,,,
A,83,6,A83-6,ECUR,702,,,
A,83,7,A83-7,ECUR,703,,,
A,83,8,A83-8,ECUR,704,,,
A,83,9,A83-9,ECUR,705,,,
A,83,10,A83-10,ECUR,706,,,
A,83,11,A83-11,ECUR,707,,,
A,83,12,A83-12,ECUR,708,,,
A,84,1,A84-1,ECUR,709,,,
A,84,2,A84-2,ECUR,710,,,
A,84,3,A84-3,ECUR,711,,,
A,84,4,A84-4,ECUR,712,,,
A,84,5,A84-5,ECUR,713,,,
A,84,6,A84-6,ECUR,714,,,
A,84,7,A84-7,ECUR,715,,,
A,84,8,A84-8,ECUR,716,0.009,,
A,84,9,A84-9,ECUR,717,,,
A,84,10,A84-10,ECUR,718,,,
A,84,11,A84-11,ECUR,719,,,
A,84,12,A84-12,ECUR,720,0.0085,,
A,85,1,A85-1,ABIG,721,,,
A,85,2,A85-2,ECUR,722,,,
A,85,3,A85-3,RCAES,723,,,
A,85,4,A85-4,ECUR,724,,,
A,85,5,A85-5,PLAB,725,,,
A,85,6,A85-6,ECUR,726,,,
A,86,1,A86-1,ECUR,727,,,
A,86,2,A86-2,RCAES,728,,,
A,86,3,A86-3,ECUR,729,,,
A,86,4,A86-4,PLAB,730,,,
A,86,5,A86-5,ABIG,731,,,
A,86,6,A86-6,ECUR,732,,,
A,87,1,A87-1,RCAES,733,,,
A,87,2,A87-2,ECUR,734,0.0165,,
A,87,3,A87-3,PLAB,735,,,
A,87,4,A87-4,ABIG,736,,,
A,87,5,A87-5,ECUR,737,,,
A,87,6,A87-6,ECUR,738,0.0142,,
A,88,1,A88-1,ECUR,739,,,
A,88,2,A88-2,ECUR,740,,,
A,88,3,A88-3,ECUR,741,,,
A,88,4,A88-4,ECUR,742,,,
A,88,5,A88-5,ECUR,743,,,
A,88,6,A88-6,ABIG,744,,,
A,88,7,A88-7,ECUR,745,,,
A,88,8,A88-8,PLAB,746,,,
A,88,9,A88-9,RCAES,747,,,
A,89,1,A89-1,ECUR,748,,,
A,89,2,A89-2,PLAB,749,,,
A,89,3,A89-3,ECUR,750,,,
A,89,4,A89-4,ECUR,751,,,
A,89,5,A89-5,ECUR,752,,,
A,89,6,A89-6,RCAES,753,,,
A,89,7,A89-7,ABIG,754,,,
A,89,8,A89-8,ECUR,755,,,
A,89,9,A89-9,ECUR,756,,,
A,90,1,A90-1,ECUR,757,,,
A,90,2,A90-2,ABIG,758,,,
A,90,3,A90-3,PLAB,759,,,
A,90,4,A90-4,RCAES,760,,,
A,90,5,A90-5,ECUR,761,,,
A,90,6,A90-6,ECUR,762,,,
A,90,7,A90-7,ECUR,763,0.0091,,
A,90,8,A90-8,ECUR,764,,,
A,90,9,A90-9,ECUR,765,,,
A,91,1,A91-1,ECUR,766,,,
A,91,2,A91-2,ECUR,767,,,
A,91,3,A91-3,ECUR,768,,,
A,91,4,A91-4,ECUR,769,,,
A,91,5,A91-5,RCAES,770,,,
A,91,6,A91-6,ECUR,771,,,
A,91,7,A91-7,ABIG,772,,,
A,91,8,A91-8,ECUR,773,,,
A,91,9,A91-9,PLAB,774,,,
A,91,10,A91-10,ECUR,775,,,
A,91,11,A91-11,ECUR,776,,,
A,91,12,A91-12,ECUR,777,,,
A,92,1,A92-1,ECUR,778,,,
A,92,2,A92-2,ECUR,779,,,
A,92,3,A92-3,RCAES,780,,,
A,92,4,A92-4,PLAB,781,,,
A,92,5,A92-5,ECUR,782,,,
A,92,6,A92-6,ECUR,783,,,
A,92,7,A92-7,ABIG,784,,,
A,92,8,A92-8,ECUR,785,,,
A,92,9,A92-9,ECUR,786,,,
A,92,10,A92-10,ECUR,787,,,
A,92,11,A92-11,ECUR,788,,,
A,92,12,A92-12,ECUR,789,,,
A,93,1,A93-1,ECUR,790,,,
A,93,2,A93-2,ECUR,791,,,
A,93,3,A93-3,ECUR,792,,,
A,93,4,A93-4,ABIG,793,,,
A,93,5,A93-5,ECUR,794,,,
A,93,6,A93-6,ECUR,795,,,
A,93,7,A93-7,ECUR,796,,,
A,93,8,A93-8,ECUR,797,,,
A,93,9,A93-9,PLAB,798,,,
A,93,10,A93-10,RCAES,799,,,
A,93,11,A93-11,ECUR,800,,,
A,93,12,A93-12,ECUR,801,,,
A,94,1,A94-1,ECUR,802,,,
A,94,2,A94-2,ABIG,803,,,
A,94,3,A94-3,ECUR,804,,,
A,94,4,A94-4,ABIG,805,,,
A,94,5,A94-5,PLAB,806,,,
A,94,6,A94-6,ECUR,807,,,
A,94,7,A94-7,RCAES,808,,,
A,94,8,A94-8,RCAES,809,,,
A,94,9,A94-9,PLAB,810,,,
A,95,1,A95-1,PLAB,811,,,
A,95,2,A95-2,ABIG,812,,,
A,95,3,A95-3,RCAES,813,,,
A,95,4,A95-4,RCAES,814,,,
A,95,5,A95-5,ECUR,815,,,
A,95,6,A95-6,ECUR,816,,,
A,95,7,A95-7,PLAB,817,,,
A,95,8,A95-8,ABIG,818,,,
A,95,9,A95-9,ECUR,819,,,
A,96,1,A96-1,ECUR,820,,,
A,96,2,A96-2,PLAB,821,,,
A,96,3,A96-3,ECUR,822,0.0054,,
A,96,4,A96-4,RCAES,823,,,
A,96,5,A96-5,ABIG,824,,,
A,96,6,A96-6,PLAB,825,,,
A,96,7,A96-7,ECUR,826,,,
A,96,8,A96-8,ABIG,827,,,
A,96,9,A96-9,RCAES,828,,,
A,97,1,A97-1,ECUR,829,,,
A,97,2,A97-2,ECUR,830,,,
A,97,3,A97-3,ABIG,831,,,
A,97,4,A97-4,ECUR,832,,,
A,97,5,A97-5,ECUR,833,,,
A,97,6,A97-6,PLAB,834,,,
A,97,7,A97-7,ABIG,835,,,
A,97,8,A97-8,ECUR,836,,,
A,97,9,A97-9,PLAB,837,,,
A,97,10,A97-10,RCAES,838,,,
A,97,11,A97-11,ECUR,839,,,
A,97,12,A97-12,RCAES,840,,,
A,98,1,A98-1,ECUR,841,,,
A,98,2,A98-2,RCAES,842,,,
A,98,3,A98-3,ECUR,843,,,
A,98,4,A98-4,ABIG,844,,,
A,98,5,A98-5,RCAES,845,,,
A,98,6,A98-6,ECUR,846,,,
A,98,7,A98-7,ECUR,847,,,
A,98,8,A98-8,PLAB,848,,,
A,98,9,A98-9,ECUR,849,,,
A,98,10,A98-10,PLAB,850,,,
A,98,11,A98-11,ABIG,851,,,
A,98,12,A98-12,ECUR,852,,,
A,99,1,A99-1,ECUR,853,,,
A,99,2,A99-2,ECUR,854,,,
A,99,3,A99-3,ECUR,855,,,
A,99,4,A99-4,RCAES,856,,,
A,99,5,A99-5,ECUR,857,,,
A,99,6,A99-6,ABIG,858,,,
A,99,7,A99-7,RCAES,859,,,
A,99,8,A99-8,ECUR,860,,,
A,99,9,A99-9,PLAB,861,,,
A,99,10,A99-10,PLAB,862,,,
A,99,11,A99-11,ECUR,863,,,
A,99,12,A99-12,ABIG,864,,,
A,100,1,A100-1,ECUR,865,,,
A,100,2,A100-2,PLAB,866,,,
A,100,3,A100-3,RCAES,867,,,
A,100,4,A100-4,ECUR,868,,,
A,100,5,A100-5,RCAES,869,,,
A,100,6,A100-6,RCAES,870,,,
A,100,7,A100-7,PLAB,871,,,
A,100,8,A100-8,ABIG,872,,,
A,100,9,A100-9,PLAB,873,,,
A,100,10,A100-10,ABIG,874,,,
A,100,11,A100-11,ABIG,875,,,
A,100,12,A100-12,ECUR,876,,,
A,101,1,A101-1,ABIG,877,0.0402,,
A,101,2,A101-2,PLAB,878,,,
A,101,3,A101-3,RCAES,879,,,
A,101,4,A101-4,ECUR,880,,,
A,101,5,A101-5,PLAB,881,,,
A,101,6,A101-6,ECUR,882,,,
A,101,7,A101-7,ABIG,883,,,
A,101,8,A101-8,RCAES,884,,,
A,101,9,A101-9,RCAES,885,,,
A,101,10,A101-10,ECUR,886,,,
A,101,11,A101-11,ABIG,887,,,
A,101,12,A101-12,PLAB,888,,,
A,102,1,A102-1,ECUR,889,,,
A,102,2,A102-2,ABIG,890,0.0648,,
A,102,3,A102-3,PLAB,891,,,
A,102,4,A102-4,RCAES,892,,,
A,102,5,A102-5,ABIG,893,,,
A,102,6,A102-6,ECUR,894,,,
A,102,7,A102-7,RCAES,895,,,
A,102,8,A102-8,PLAB,896,,,
A,102,9,A102-9,PLAB,897,,,
A,102,10,A102-10,ECUR,898,,,
A,102,11,A102-11,RCAES,899,,,
A,102,12,A102-12,ABIG,900,,,
B,1,1,B1-1,ABIG,901,,,
B,1,2,B1-2,RCAES,902,,,
B,1,3,B1-3,PLAB,903,,,
B,2,1,B2-1,ABIG,904,,,
B,2,2,B2-2,PLAB,905,,,
B,2,3,B2-3,RCAES,906,,,
B,3,1,B3-1,ABIG,907,,,
B,3,2,B3-2,PLAB,908,,,
B,3,3,B3-3,RCAES,909,,,
B,4,1,B4-1,PLAB,910,,,
B,4,2,B4-2,ABIG,911,,,
B,4,3,B4-3,PLAB,912,,,
B,4,4,B4-4,ABIG,913,,,
B,4,5,B4-5,RCAES,914,,,
B,4,6,B4-6,RCAES,915,,,
B,5,1,B5-1,PLAB,916,,,
B,5,2,B5-2,ABIG,917,,,
B,5,3,B5-3,ABIG,918,,,
B,5,4,B5-4,PLAB,919,,,
B,5,5,B5-5,RCAES,920,,,
B,5,6,B5-6,RCAES,921,,,
B,6,1,B6-1,ABIG,922,,,
B,6,2,B6-2,ABIG,923,,,
B,6,3,B6-3,RCAES,924,,,
B,6,4,B6-4,RCAES,925,,,
B,6,5,B6-5,PLAB,926,,,
B,6,6,B6-6,PLAB,927,,,
B,7,1,B7-1,PLAB,928,,,
B,7,2,B7-2,PLAB,929,,,
B,7,3,B7-3,RCAES,930,,,
B,7,4,B7-4,RCAES,931,,,
B,7,5,B7-5,ABIG,932,,,
B,7,6,B7-6,ABIG,933,,,
B,7,7,B7-7,ABIG,934,,,
B,7,8,B7-8,RCAES,935,,,
B,7,9,B7-9,PLAB,936,,,
B,8,1,B8-1,PLAB,937,,,
B,8,2,B8-2,ABIG,938,,,
B,8,3,B8-3,ABIG,939,,,
B,8,4,B8-4,RCAES,940,,,
B,8,5,B8-5,PLAB,941,,,
B,8,6,B8-6,RCAES,942,,,
B,8,7,B8-7,RCAES,943,,,
B,8,8,B8-8,ABIG,944,,,
B,8,9,B8-9,PLAB,945,,,
B,9,1,B9-1,RCAES,946,,,
B,9,2,B9-2,PLAB,947,,,
B,9,3,B9-3,ABIG,948,,,
B,9,4,B9-4,PLAB,949,,,
B,9,5,B9-5,PLAB,950,,,
B,9,6,B9-6,RCAES,951,,,
B,9,7,B9-7,ABIG,952,,,
B,9,8,B9-8,ABIG,953,,,
B,9,9,B9-9,RCAES,954,,,
B,10,1,B10-1,RCAES,955,,,
B,10,2,B10-2,PLAB,956,,,
B,10,3,B10-3,ABIG,957,,,
B,10,4,B10-4,PLAB,958,,,
B,10,5,B10-5,PLAB,959,,,
B,10,6,B10-6,PLAB,960,,,
B,10,7,B10-7,ABIG,961,,,
B,10,8,B10-8,RCAES,962,,,
B,10,9,B10-9,RCAES,963,,,
B,10,10,B10-10,RCAES,964,,,
B,10,11,B10-11,ABIG,965,,,
B,10,12,B10-12,ABIG,966,,,
B,11,1,B11-1,ABIG,967,0.0107,,
B,11,2,B11-2,PLAB,968,,,
B,11,3,B11-3,RCAES,969,,,
B,11,4,B11-4,RCAES,970,,,
B,11,5,B11-5,ABIG,971,,,
B,11,6,B11-6,RCAES,972,,,
B,11,7,B11-7,RCAES,973,,,
B,11,8,B11-8,ABIG,974,,,
B,11,9,B11-9,ABIG,975,0.0301,,
B,11,10,B11-10,PLAB,976,,,
B,11,11,B11-11,PLAB,977,,,
B,11,12,B11-12,PLAB,978,,,
B,12,1,B12-1,RCAES,979,,,
B,12,2,B12-2,PLAB,980,,,
B,12,3,B12-3,RCAES,981,,,
B,12,4,B12-4,RCAES,982,,,
B,12,5,B12-5,PLAB,983,,,
B,12,6,B12-6,PLAB,984,,,
B,12,7,B12-7,ABIG,985,,,
B,12,8,B12-8,ABIG,986,,,
B,12,9,B12-9,PLAB,987,,,
B,12,10,B12-10,ABIG,988,,,
B,12,11,B12-11,ABIG,989,,,
B,12,12,B12-12,RCAES,990,,,
B,13,1,B13-1,BDIA,991,0.1,,
B,13,2,B13-2,BDIA,992,0.1204,,
B,13,3,B13-3,BDIA,993,0.0809,,
B,14,1,B14-1,BDIA,994,0.3032,,
B,14,2,B14-2,BDIA,995,0.4237,,
B,14,3,B14-3,BDIA,996,0.2227,,
B,15,1,B15-1,BDIA,997,0.48,,
B,15,2,B15-2,BDIA,998,0.56,,
B,15,3,B15-3,BDIA,999,0.7167,,
B,16,1,B16-1,BDIA,1000,,,
B,16,2,B16-2,BDIA,1001,,,
B,16,3,B16-3,BDIA,1002,,,
B,16,4,B16-4,BDIA,1003,,,
B,16,5,B16-5,BDIA,1004,,,
B,16,6,B16-6,BDIA,1005,,,
B,17,1,B17-1,BDIA,1006,0.1668,,
B,17,2,B17-2,BDIA,1007,0.1767,,
B,17,3,B17-3,BDIA,1008,0.1469,,
B,17,4,B17-4,BDIA,1009,0.1337,,
B,17,5,B17-5,BDIA,1010,0.1713,,
B,17,6,B17-6,BDIA,1011,0.1692,,
B,18,1,B18-1,BDIA,1012,0.2783,,
B,18,2,B18-2,BDIA,1013,0.3794,,
B,18,3,B18-3,BDIA,1014,0.2438,,
B,18,4,B18-4,BDIA,1015,0.2196,,
B,18,5,B18-5,BDIA,1016,0.2749,,
B,18,6,B18-6,BDIA,1017,0.2925,,
B,19,1,B19-1,BDIA,1018,,,
B,19,2,B19-2,BDIA,1019,0.0551,,
B,19,3,B19-3,BDIA,1020,0.0144,,
B,19,4,B19-4,BDIA,1021,0.0301,,
B,19,5,B19-5,BDIA,1022,0.0496,,
B,19,6,B19-6,BDIA,1023,,,
B,19,7,B19-7,BDIA,1024,0.0491,,Possibly B19-6
B,19,8,B19-8,BDIA,1025,0.0162,,
B,19,9,B19-9,BDIA,1026,0.063,,
B,20,1,B20-1,BDIA,1027,0.1023,,
B,20,2,B20-2,BDIA,1028,,,
B,20,3,B20-3,BDIA,1029,0.1359,,
B,20,4,B20-4,BDIA,1030,0.0877,,
B,20,5,B20-5,BDIA,1031,0.0795,,
B,20,6,B20-6,BDIA,1032,0.1203,,
B,20,7,B20-7,BDIA,1033,0.0964,,
B,20,8,B20-8,BDIA,1034,0.1072,,
B,20,9,B20-9,BDIA,1035,0.1307,,
B,21,1,B21-1,BDIA,1036,0.2179,,
B,21,2,B21-2,BDIA,1037,0.2505,,
B,21,3,B21-3,BDIA,1038,0.2506,,
B,21,4,B21-4,BDIA,1039,0.2022,,
B,21,5,B21-5,BDIA,1040,0.1705,,
B,21,6,B21-6,BDIA,1041,0.1585,,
B,21,7,B21-7,BDIA,1042,0.2986,,
B,21,8,B21-8,BDIA,1043,0.1729,,
B,21,9,B21-9,BDIA,1044,,,
B,22,1,B22-1,BDIA,1045,0.0261,,
B,22,2,B22-2,BDIA,1046,0.0438,,
B,22,3,B22-3,BDIA,1047,0.0355,,
B,22,4,B22-4,BDIA,1048,0.0336,,
B,22,5,B22-5,BDIA,1049,0.0382,,
B,22,6,B22-6,BDIA,1050,0.0233,,
B,22,7,B22-7,BDIA,1051,0.0494,,
B,22,8,B22-8,BDIA,1052,0.043,,
B,22,9,B22-9,BDIA,1053,0.0234,,
B,22,10,B22-10,BDIA,1054,0.0378,,
B,22,11,B22-11,BDIA,1055,0.0511,,
B,22,12,B22-12,BDIA,1056,0.0046,,
B,23,1,B23-1,BDIA,1057,0.1015,,
B,23,2,B23-2,BDIA,1058,0.0657,,
B,23,3,B23-3,BDIA,1059,0.0887,,
B,23,4,B23-4,BDIA,1060,0.0914,,
B,23,5,B23-5,BDIA,1061,0.0916,,
B,23,6,B23-6,BDIA,1062,0.0192,,
B,23,7,B23-7,BDIA,1063,0.0933,,
B,23,8,B23-8,BDIA,1064,0.0636,,
B,23,9,B23-9,BDIA,1065,0.0674,,
B,23,10,B23-10,BDIA,1066,0.0958,,
B,23,11,B23-11,BDIA,1067,0.0833,,
B,23,12,B23-12,BDIA,1068,0.1358,,
B,24,1,B24-1,BDIA,1069,0.1484,,
B,24,2,B24-2,BDIA,1070,0.1365,,
B,24,3,B24-3,BDIA,1071,0.1924,,
B,24,4,B24-4,BDIA,1072,0.1216,,
B,24,5,B24-5,BDIA,1073,0.1226,,
B,24,6,B24-6,BDIA,1074,0.1282,,
B,24,7,B24-7,BDIA,1075,0.1545,,
B,24,8,B24-8,BDIA,1076,0.1173,,
B,24,9,B24-9,BDIA,1077,0.1327,,
B,24,10,B24-10,BDIA,1078,0.1391,,
B,24,11,B24-11,BDIA,1079,0.094,,
B,24,12,B24-12,BDIA,1080,0.0748,,
B,25,1,B25-1,BDIA,1081,0.0384,,
B,25,2,B25-2,BDIA,1082,0.036,,
B,25,3,B25-3,PLAB,1083,,,
B,25,4,B25-4,BDIA,1084,,,
B,25,5,B25-5,ABIG,1085,0.0712,,
B,25,6,B25-6,RCAES,1086,,,
B,26,1,B26-1,BDIA,1087,0.2196,,
B,26,2,B26-2,BDIA,1088,0.182,,
B,26,3,B26-3,ABIG,1089,,,
B,26,4,B26-4,RCAES,1090,,,
B,26,5,B26-5,PLAB,1091,,,
B,26,6,B26-6,BDIA,1092,0.2719,,
B,27,1,B27-1,RCAES,1093,,,
B,27,2,B27-2,BDIA,1094,0.4315,,
B,27,3,B27-3,BDIA,1095,0.3206,,
B,27,4,B27-4,ABIG,1096,,,
B,27,5,B27-5,BDIA,1097,0.3656,,
B,27,6,B27-6,PLAB,1098,,,
B,28,1,B28-1,BDIA,1099,0.0536,,
B,28,2,B28-2,BDIA,1100,0.0468,,
B,28,3,B28-3,BDIA,1101,0.0763,,
B,28,4,B28-4,RCAES,1102,,,
B,28,5,B28-5,PLAB,1103,,,
B,28,6,B28-6,BDIA,1104,0.0513,,
B,28,7,B28-7,BDIA,1105,0.0474,,
B,28,8,B28-8,BDIA,1106,0.07,,
B,28,9,B28-9,ABIG,1107,,,
B,29,1,B29-1,BDIA,1108,0.0995,,
B,29,2,B29-2,BDIA,1109,0.1153,,
B,29,3,B29-3,RCAES,1110,,,
B,29,4,B29-4,BDIA,1111,0.0994,,
B,29,5,B29-5,PLAB,1112,,,
B,29,6,B29-6,ABIG,1113,,,
B,29,7,B29-7,BDIA,1114,0.134,,
B,29,8,B29-8,BDIA,1115,0.1363,,
B,29,9,B29-9,BDIA,1116,0.1584,,
B,30,1,B30-1,ABIG,1117,,,
B,30,2,B30-2,BDIA,1118,,,
B,30,3,B30-3,BDIA,1119,0.15,,
B,30,4,B30-4,BDIA,1120,0.1544,,
B,30,5,B30-5,PLAB,1121,,,
B,30,6,B30-6,RCAES,1122,,,
B,30,7,B30-7,BDIA,1123,0.2023,,
B,30,8,B30-8,BDIA,1124,0.1872,,
B,30,9,B30-9,BDIA,1125,0.2582,,
B,31,1,B31-1,BDIA,1126,0.0324,,
B,31,2,B31-2,BDIA,1127,,,
B,31,3,B31-3,RCAES,1128,,,
B,31,4,B31-4,BDIA,1129,0.043,,
B,31,5,B31-5,BDIA,1130,0.0192,,
B,31,6,B31-6,BDIA,1131,0.0092,,
B,31,7,B31-7,PLAB,1132,,,
B,31,8,B31-8,BDIA,1133,0.0566,,
B,31,9,B31-9,ABIG,1134,,,
B,31,10,B31-10,BDIA,1135,,,
B,31,11,B31-11,BDIA,1136,0.0219,,
B,31,12,B31-12,BDIA,1137,,,
B,32,1,B32-1,ABIG,1138,,,
B,32,2,B32-2,BDIA,1139,0.0824,,
B,32,3,B32-3,BDIA,1140,0.0575,,
B,32,4,B32-4,BDIA,1141,0.0702,,
B,32,5,B32-5,BDIA,1142,0.0598,,
B,32,6,B32-6,BDIA,1143,0.09,,
B,32,7,B32-7,PLAB,1144,,,
B,32,8,B32-8,RCAES,1145,,,
B,32,9,B32-9,BDIA,1146,0.0728,,
B,32,10,B32-10,BDIA,1147,0.0991,,
B,32,11,B32-11,BDIA,1148,0.1345,,
B,32,12,B32-12,BDIA,1149,0.0463,,
B,33,1,B33-1,RCAES,1150,,,
B,33,2,B33-2,PLAB,1151,,,
B,33,3,B33-3,BDIA,1152,0.1885,,
B,33,4,B33-4,BDIA,1153,0.195,,
B,33,5,B33-5,ABIG,1154,,,
B,33,6,B33-6,BDIA,1155,0.0869,,
B,33,7,B33-7,BDIA,1156,0.1526,,
B,33,8,B33-8,BDIA,1157,0.1708,,
B,33,9,B33-9,BDIA,1158,,,
B,33,10,B33-10,BDIA,1159,0.2839,,
B,33,11,B33-11,BDIA,1160,0.1104,,
B,33,12,B33-12,BDIA,1161,0.2972,,
B,34,1,B34-1,BDIA,1162,0.0549,,
B,34,2,B34-2,ABIG,1163,,,
B,34,3,B34-3,BDIA,1164,0.0592,,
B,34,4,B34-4,RCAES,1165,,,
B,34,5,B34-5,PLAB,1166,,,
B,34,6,B34-6,RCAES,1167,,,
B,34,7,B34-7,PLAB,1168,,,
B,34,8,B34-8,BDIA,1169,0.038,,
B,34,9,B34-9,ABIG,1170,,,
B,35,1,B35-1,PLAB,1171,,,
B,35,2,B35-2,ABIG,1172,,,
B,35,3,B35-3,RCAES,1173,,,
B,35,4,B35-4,BDIA,1174,0.0937,,
B,35,5,B35-5,ABIG,1175,,,
B,35,6,B35-6,BDIA,1176,0.0653,,
B,35,7,B35-7,PLAB,1177,,,
B,35,8,B35-8,RCAES,1178,,,
B,35,9,B35-9,BDIA,1179,0.1842,,
B,36,1,B36-1,RCAES,1180,,,
B,36,2,B36-2,PLAB,1181,,,
B,36,3,B36-3,PLAB,1182,,,
B,36,4,B36-4,BDIA,1183,,,
B,36,5,B36-5,ABIG,1184,,,
B,36,6,B36-6,BDIA,1185,0.228,,
B,36,7,B36-7,RCAES,1186,,,
B,36,8,B36-8,ABIG,1187,,,
B,36,9,B36-9,BDIA,1188,0.4595,,
B,37,1,B37-1,RCAES,1189,,,
B,37,2,B37-2,ABIG,1190,,,
B,37,3,B37-3,PLAB,1191,,,
B,37,4,B37-4,BDIA,1192,0.0255,,
B,37,5,B37-5,BDIA,1193,0.04,,
B,37,6,B37-6,PLAB,1194,,,
B,37,7,B37-7,BDIA,1195,0.037,,
B,37,8,B37-8,RCAES,1196,,,
B,37,9,B37-9,BDIA,1197,0.0263,,
B,37,10,B37-10,BDIA,1198,0.0318,,
B,37,11,B37-11,BDIA,1199,0.0409,,
B,37,12,B37-12,ABIG,1200,,,
B,38,1,B38-1,BDIA,1201,0.1522,,
B,38,2,B38-2,PLAB,1202,,,
B,38,3,B38-3,ABIG,1203,,,
B,38,4,B38-4,RCAES,1204,,,
B,38,5,B38-5,BDIA,1205,0.1016,,
B,38,6,B38-6,ABIG,1206,,,
B,38,7,B38-7,PLAB,1207,,,
B,38,8,B38-8,BDIA,1208,0.1105,,
B,38,9,B38-9,BDIA,1209,,,
